,username,comment,date,likes
469,@ObamaMama90,"We need a president who stands up for us and for our Nation’s issues. President Trump accomplished more positives than any other previous president. 
We need a president with high energy and hot blood.
Not as sleepy Joe, low energy, and cold blooded!",il y a 9 mois,
470,@jasminkuka5539,"I started out disliking Trump but today I have a totally different opinion about him. He has handled America's economy with shrewdness and in his indomitable style lift it out of the muck.
Only he can set China straight. No more nonsensical politics just straight talk.",il y a 3 ans,
471,@jayp5988,That reporter was so disrespectful,il y a 4 jours,
472,@sammy7640,President Trump tells the truth!!,il y a 1 an,"1 mention ""J'aime"""
473,@SynthCity-mx5oe,He's not wrong.,il y a 1 an,"1 mention ""J'aime"""
474,@alterego9791,Now attacking someone is having a different opinion...,il y a 4 ans,"19 ""J'aime"""
475,@mmkrmyth9808,"""They didn't come from Hollywood""

""If you did it well, your ratings would be much better""",il y a 1 an,"1 mention ""J'aime"""
476,@bobleblanc4282,Wouldn't it be great if Trump could actually answer a question without being defensive and rude.,il y a 3 ans,
477,@whc7958,I’m surprise he didn’t try to fire him.,il y a 1 an,
478,@scottskorupa107,"I’m not fan of Trump at all, but Biden is the real, Mr. Potato Head!!!!",il y a 7 mois,"3 ""J'aime"""
479,@koalagree9119,Trump sounds like Michael Scott hating on Toby,il y a 1 an,"1 mention ""J'aime"""
480,@nicolesumski1233,"He really just said ""Miss President.""",il y a 4 ans,"9 ""J'aime"""
481,@keifer7813,"""Let me do my job and you do yours"". 

One of the worst ways to respond to criticism, especially when it's part of the job lol imagine sports stars responding like that when asked about their performance",il y a 1 an,
482,@jonrobbin170,Trump was awesome we need a strong leader like him,il y a 1 an,
483,@davidnichol6282,When mr Trump says that's enough the point still remains the world primarily is interested in the story about Trump not the journalist that said some still try to cause problems for Trump anyway.,il y a 1 an,
484,@BootyWarriorFleeceJohnson,And we miss him so much ️,il y a 1 an,"1 mention ""J'aime"""
485,@klbills8804,Remember when nobody said anything to Jim Acosta for his persistent and far more extreme  behavior than this gentlemen?,il y a 4 mois,
486,@sidu1237,"most of the reporters nowadays need manners, etiquette and training..... Instead of listening, they interrupt possibly to show off",il y a 3 ans,"12 ""J'aime"""
487,@kylewilliams4414,I’m starting to really love trump I wish the uk had someone par for par as genuine and cut throat,il y a 3 ans,"1 mention ""J'aime"""
488,@mikikaboom9084,"He's such a brilliant president, shame we don't have anyone like him here in Poland",il y a 3 ans,"2 ""J'aime"""
489,@hunter2442,The reporter is really rude!!,il y a 1 an,
490,@debblackmore7460,This is just doctor orders lockdown drop the Mike pmsl needed this cheers me up stay safe everyone xx,il y a 3 ans,
491,@cjisawesome3686,That's fair Mr. President Gosh I miss President Trump. I never thought I would say that.,il y a 1 an,
492,@worstforever1999,"''You are the enemy of the people"".
Lol",il y a 3 ans,"471 ""J'aime"""
493,@softroseforyou7457,I have to agree with Trump on this one. All migrants must come here legally and have their picture taken. Every one who lives in the United States must do their share and pay taxes. It is not fair that some people live here and not pay taxes and others do....,il y a 1 mois,"1 mention ""J'aime"""
494,@LevinsReview,"I miss trump America and the entire world, is not the same without him.",il y a 1 an,
495,@VAN-wy3hq,"""A poor mans George Clooney attacks the president of the United States."" There... fixed the title for you.",il y a 1 an,
496,@patmarkus5569,The respect goes to the reporter the president isn't made for the White House,il y a 3 ans,
497,@roachdoggjr54,"i think ""berates"" would be the more appropriate term for this situation .",il y a 1 an,
498,@zolombomcgillicutty8278,"He is absolutely right,  CNN reporter was very rude, needed to zip it when told to",il y a 1 an,"12 ""J'aime"""
499,@johnpestano22,the Costa/Trump rivalry is funny,il y a 2 ans,
500,@robertogonzales1956,Trump is the last person to label someone as being rude. Trump is not smart enough to know Jim Acosta is going to ask him a tough question. He shouldn't call on him.,il y a 2 ans,
501,@artdaydesigns,"Reporter? He's just a disrespectful, mediocre political agitator.",il y a 7 mois,"3 ""J'aime"""
502,@MsEvilgenius101,"You guys are missing the point. This isn’t about migrants coming in legally, nobody is really debating that. We re just looking at he treats reporters every time he gets asked a simple question. He gets his panties up in a bunch all the time.",il y a 3 ans,
503,@mikelariviere0910,Trump also calls the kettle black and throws boulders in glass houses,il y a 2 mois,
504,@xxmrxxohioxxmobbxxsquadxx2023,No he’s right with what he’s saying against the reporters,il y a 3 ans,"14 ""J'aime"""
505,@juyacity3734,Love Trump from Iran. respect him !!,il y a 1 an,
506,@jlr_1037,We need this man back!!!!,il y a 1 an,"2 ""J'aime"""
507,@ejdiicuf,"CNN: exists

Trump: ""and I took that personally...""",il y a 1 an,
508,@charlesmartel8228,"The reporter deserved it. Trump does not get intimidated by the media.
Imagine what would be the headlines if the same was done to Obama.",il y a 3 ans,"1 mention ""J'aime"""
509,@AlenAlic,I miss Trump so much  legend,il y a 1 an,
510,@Th_Uslss_Indvdl,"Plot twist, he was just repeating what someone told him earlier",il y a 2 ans,"35 ""J'aime"""
511,@josephmcnamee9622,You gotta admit even tho all politicians are corrupt atleast we had some comedy when trump was in office,il y a 2 ans,
512,@siddharthabosechowdhury989,"certainly the reporter has ashamed the entire journalist diaspora...he is arguing with the President in a volatile manner, he lacks courtesy on all fronts",il y a 3 ans,
513,@craigm72,"He asked could I ask another question..
Trump said No that’s enough. So next question..

That’s it in a fkn nutshell",il y a 1 an,
514,@charlesyang1292,"I don't like the word invasion, but I agree what Trump said, they have to come in legally, because that will help the country gain more elite for various industries",il y a 3 ans,
515,@arifcoco,I agree with u Donald. That is what im trying to impose here. Ppl misundertood n did bad things to me.,il y a 1 an,
516,@katielam9844,Donald Trump didn’t attack him at all,il y a 2 ans,"70 ""J'aime"""
517,@hellosir9179,Missing old memories,il y a 11 mois,
518,@npats9465,"However bad the reporter was, Trump was 
appeared to be a little too ""I am Daddy and what I say goes"". He came across as being rude and annoying and that classic of politicians- EVASIVE. That's just one opinion, about this one clip before anyone comes after me!",il y a 3 ans,
519,@bman6065,"""Rude and terrible person"". Ain't that calling the kettle black?",il y a 1 an,
520,@mohdkaif5534,They should learn from our Indian reporter's how to respect the president,il y a 3 ans,"3 ""J'aime"""
521,@LebanonJames420,“Go ahead”,il y a 11 mois,"1 mention ""J'aime"""
522,@shubhamrai156,"Who is here after ""you are terrible reporter""",il y a 3 ans,"403 ""J'aime"""
523,@steveprentice4513,Trump is an awesome guy. A real man's man.,il y a 3 ans,
524,@infinightsky,"Typically, trump reacts like a child to even the slightest criticism",il y a 1 an,
525,@annlilian8071,He dosen't listen the interviewer,il y a 8 jours,
526,@jeremykooi6215,"I love and respect the toughness in Trump, that's what makes him a great leader. He's not a wimp like Biden.",il y a 1 an (modifié),"1 mention ""J'aime"""
527,@baantalingngam,Takes one to know one,il y a 9 mois,
528,@suzaic9139,I don't understand why he was not escorted out the building! How disrespectful!,il y a 4 ans,"245 ""J'aime"""
529,@benaissa9684,"I'm not a Trump supporter, but in this one Trump is right. He asked a question he should have stopped and listen to the answer. It's not a debate.
The reporter is more fit to do police interrogations.",il y a 2 ans,
530,@Turbulence333,Bring this man back!!!,il y a 11 mois,
531,@ArlenBroege-hi1zi,If I had been Trump I would have went out and took the microphone away from him,il y a 20 heures,
532,@richardrodriguez4229,"Trump is upset at the CNN Reporter because he didn't buy him a drink at the bar, and Stormy Daniels wouldn't spend the night with him!",il y a 8 mois,
533,@EMBODIMENTOFAGONY,"Don't say ""attacked"" quit making this guy seem bad",il y a 1 an,
534,@maxpowers518,Who else is watching this to practice their Trump impression?,il y a 3 ans,"12 ""J'aime"""
535,@iwillnotcomply2002,Trump is great.. and has every right.,il y a 2 ans,"2 ""J'aime"""
536,@iVitaliy1,Donny was this close to coming down there and throwing some fists. lol,il y a 3 ans,"1 mention ""J'aime"""
537,@vmshastri4983,Who attached who here? Trump was under attack here and he defended himself like a pro!,il y a 1 an,"2 ""J'aime"""
538,@user-jp3wl4fg2h,"That is the Trump's version of Democracy? It seems more like Putin in Russia, when he brilliantly evade the ""uncomfortable"" questions)",il y a 2 ans,
539,@--SPQR--,This is 2023 and turns out Trump was right all along.,il y a 4 mois,"2 ""J'aime"""
540,@creative123style7,I don't like TRUMP but he knows what he's talking about. That reporter needs to shut up,il y a 3 ans (modifié),"254 ""J'aime"""
541,@ChillingFacts44,Trump has to face questions that might be tough at a president. This is absolutely ridiculous. Not even mentioning how disrespectful he is towards an American to whom he is meant to serve as president,il y a 2 ans,"4 ""J'aime"""
542,@marion2330,Argentina necesita un presidente así. Van a ver como se acaba la joda,il y a 2 ans,
543,@matthewwilliams8339,Love Trump,il y a 8 mois,"4 ""J'aime"""
544,@Asiyagill,Trump is right. Peopl need legal paper work to enter in any country.  So many peopl come to enter other countries illegally. Appreciated Trump's action!,il y a 3 ans,"1 mention ""J'aime"""
545,@skeezer180,"This Guy for some reason always seems to be in trouble , perhaps he needs to receive someform of healing",il y a 2 mois,
546,@gaisenseineemo4333,1:26 lmao that lady,il y a 3 ans,"24 ""J'aime"""
547,@samuelisrael7586,"Trump is legend 
What a great man",il y a 3 ans,"1 mention ""J'aime"""
548,@Bella-iy2kw,Those companies trump was talking about are going to start running away bc of Biden’s raise on taxes. We have the immigrants but not the jobs,il y a 2 ans (modifié),
549,@eymannassole6162,"""You are a very rude and terrible person""
                                    -rude terrible person",il y a 1 an,"5 ""J'aime"""
550,@randomtrooper.8646,"""You are a rude, terrible person.""

Quite bold coming from you Donald.",il y a 2 ans,"34 ""J'aime"""
551,@fatimadaher7499,We and Trump are very different but we have a common enemy .,il y a 1 an,
552,@navdeepgusain3059,"For once I agree with him.
The report was not showing any decency. 
Don't respect the person but the post.",il y a 2 ans,"29 ""J'aime"""
553,@kiingkhris8968,“you’re a rude terrible person” but trump was literally the one interrupting him when he was asking the question-,il y a 3 ans,"1 mention ""J'aime"""
554,@mckaystillman5086,Trump is a pure badass!,il y a 3 ans,
555,@jokjoan,"Are the reporters in that country didn't finish kindergarten?
Rude af.",il y a 1 an,
556,@heliosk8432,I don't like trump but he's entertaining how he makes a fool of himself,il y a 3 ans,
557,@marvinevans5209,Sounds like something a female would say at the wrong time of the month.,il y a 1 an,
558,@TravyJsSpace,"""We have a difference of opinion"" straight up though lol accept it.",il y a 1 an,"8 ""J'aime"""
559,@robertomartin4453,"What uneducated media reporters. A civilized dialogue means letting the one you communicate with end and then you can start. Interrupts, contradicts, strikes with inappropriate words at the person President of the USA. I believe that WH does not have strict rules for communicating with the media regarding morality and civilization in the dialogues that take place with the Presidential Institution. WH must impose strict civilized and moral rules on reporters looking for the sensational and not present necessary information to the general public.",il y a 3 ans,
560,@Duzycztowiek,"Trump is like that annoying sub that doesn't know what is going on but wants things his way, lol",il y a 2 ans,
561,@smylmvv,It seems that he being asked so much!,il y a 4 mois,
562,@ytmarian1583,Wow Trump really hates reporters...,il y a 2 ans,
563,@jamesgotwalt9446,"Imagine if they question Biden like this 

Mental breakdown in 5 4 3",il y a 6 mois,"1 mention ""J'aime"""
564,@nideeshc4527,"""You are the enemy of the people""",il y a 3 ans,"127 ""J'aime"""
565,@robertcummings3570,"This was a few years ago, but watching this reminds me again of just how errigant and an embarrassment to the office that he held he was. Joe Biden needs to go, but the last thing this country needs is Trump back in the White House.",il y a 7 jours,
566,@federicopagano6590,I love Donald's personality,il y a 3 ans,
567,@user-rc2xs5ti2w,I saw this one. The journalist has no notions low level fellow.,il y a 3 mois,
568,@LordHannigan,"Reporter: Sir what is 2 plus 2? 
Trump: you are a terrible person and are extremely rude.",il y a 2 ans,"2 ""J'aime"""
569,@walterheublein5848,i know the reporter don't cheat on his wife the way Donnie cheats on his wife.,il y a 2 mois,"1 mention ""J'aime"""
570,@wadep9916,Does Jim Acosta think he's the only reporter there with questions? They should escort him outside...,il y a 3 ans,"10 ""J'aime"""
571,@fernandoribeiro7738,Europe needs someone like TRUMP to MAKE EUROPE GREAT AGAIN,il y a 3 ans,
572,@moisepicard5883,WE COULD NEVER BE MORE PROUDER OF PAPA JOE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!...,il y a 2 ans,"4 ""J'aime"""
573,@sdriscoll1757,"Lol ""hey weren't actors!!!""",il y a 1 an,
574,@MarmaladeStex,"Due to recent events the Next War could be the Mask wearers v The Non Mask wearers!,
Mask Wearers Led by Zorro or The Lone Ranger & Noel Gallagher Leading the Non Mask wearers!.",il y a 2 ans,
575,@user-ef6be8jd4u,That hand shaking shuuuuft,il y a 1 mois,
576,@luisquezada7394,He tried to tell us about CNN.,il y a 1 an,"10 ""J'aime"""
577,@seferino,"Man, Trump is the fastest in the wild west.",il y a 3 ans,
578,@siyyamfarrukh8248,Im against Trump and his policies but have to give it to him for entertainment always makes me laugh,il y a 1 an,
579,@jamesneuzil5393,Yeah this is what happens when you corner a criminal..,il y a 1 an,
580,@alanalba1024,"I understand the negative reputation the reporter has. But why is it so hard for him to just answer the question. And no, saying “ we have different opinions” does not answer the question. Let’s be honest, trump comes to a press conference and thinks that not one question will criticize his policies or decisions. And when he does realize that a reporter is going to ask a question that he doesn’t like he simply gets to avoid it by calling the reporter rude and “horrible at his job”. No this isn’t presidential behavior, but the again what can you expect from a man with no background in politics whose only known for his reality tv shows. And please don’t call him a businessman, we all know he many times he’s declared bankruptcy.",il y a 2 ans,
581,@crazy.horse.,Well done Trump,il y a 11 mois,"2 ""J'aime"""
582,@silveroflegends7635,you mean CNN reporter tries attacking trump but fails,il y a 3 ans,"27 ""J'aime"""
583,@BU7TER,"I love how Trump calls all these reporters rude or terrible for asking questions he SHOULD be able to answer, being the president.
Trump is a bully, a rude and terrible person.",il y a 2 ans,"1 mention ""J'aime"""
584,@PreachYoung,Trump works for the people of America and in our best interests,il y a 2 ans,
585,@sarudi51980,More right than ever,il y a 1 an,
586,@TrickyTree999,"Why would anyone want to go to the US, Norway has the best standard of living in the world",il y a 3 mois,"1 mention ""J'aime"""
587,@petegarza2025,"Donald Trump calling someone else ""RUDE and TERRIBLE""...Now that's ""RICH""",il y a 1 an,
588,@marcellasteles,This man lost his job after that. He crossed the limits.,il y a 3 ans (modifié),"26 ""J'aime"""
589,@Inspectkravchenko,America needs Trump again; defenitely the coolest president in the world.,il y a 1 an,"3 ""J'aime"""
590,@claudioavondo4789,Great Trump! I wish we have such a President in Italy! At the UE meeting all should kneel down! Great Trump!,il y a 3 ans,
591,@Weselybrockett-gy8bm,Trump probably thought it was dodge carvan.,il y a 4 mois,"1 mention ""J'aime"""
592,@mikepersico328,"I LOVE IT when intelligent people put  arogent , liberal reporters in there  place !",il y a 1 an,
593,@calvinli9801,The more you listen to cnn reporters.... holy shii..,il y a 1 an,
594,@snofy7415,"Haha. Do they not know the true definition of ""attacks""?",il y a 3 ans (modifié),"36 ""J'aime"""
595,@andrewhansen6213,Trump was so much fun lol Biden actually makes me miss trump being president,il y a 1 an,
596,@parikshithooda7641,"as a caa supporter in india, i support trump to stop illegal immigrants, American media is nuts in so many ways",il y a 3 ans,
597,@jaelpayano6860,"""Here we go""",il y a 1 an,
598,@SeiyaSoiya-un4jj,Trump got more right than wrong in this exchange.,il y a 1 mois,
599,@kaima8002,"""attacks"" huh. I think it was the other way around Guardian News.",il y a 1 mois,"1 mention ""J'aime"""
600,@EmperorMays,"If I can be honest, and I may be getting hate for this which is okay, but I wanna say this. From what I can observe in the video, the journalist was attacking President Trump, as he was trying to answer questions and trying to be professional at that given time. His comment made sense because when Trump tried to answer another, the journalist kept trying to debate with him, which is obviously not his job to do, they are suppose to ask questions.",il y a 4 ans,"34 ""J'aime"""
601,@ChocolateTony,Trump is right here. Terrible reporter he has collegues who have questions too and they have limited time he is not the only one in the room.,il y a 3 ans,
602,@narti7670,Trump is the greatest president that country ever had.,il y a 2 ans,"1 mention ""J'aime"""
603,@fiotechnicalvideos9593,Don’t attack him so much.,il y a 9 mois,
604,@alexmalevanyy324,"I love our President Donald Trump  
He is funny",il y a 2 ans,
605,@kanoriv2062,what a president rude till this day I don't believe that thing whas the leader of this country .,il y a 1 an,"2 ""J'aime"""
606,@jacktrueman2859,"""He attacked the CNN Reporter"" - Why does everyone have to be anti-trump just because it's the mainstream opinion? He was defending himself.",il y a 3 ans,"34 ""J'aime"""
607,@anujarora381,"Trump is a great leader, media should be ashamed of accusing him despite his serious efforts for his country. He is a strong president.",il y a 3 ans,
608,@seonggijeong8232,World peace and human rights.  We respect the culture of building a media platform for the economy and healthcare and a human rights-based vaccine platform for the present and future of the 21st century.  We also trust and respect the culture of the 21st century  / global community.,il y a 1 an,
609,@masterchief5334,Looks like we’ve found Piers Morgan’s brother,il y a 1 an,
610,@saidiraamane8445,"EVERYONE FEELS FOR TRUMP FOR SOME REASON!! NO, THEY CANT REMOTE VIEW THAT FAR !!!",il y a 3 mois (modifié),
611,@zdani3,He was right,il y a 1 an,"1 mention ""J'aime"""
612,@mrmando2745,Attacked? Dude he put him in his place. That reporter was awful.,il y a 3 ans,"1,4 k ""J'aime"""
613,@cjjuddaustralianartist,"Trump is just the greatest, no doubts.",il y a 3 ans,
614,@pabloazarazarpablo1105,"The Graham Windham Foundation We are a non-profit organization that provides services to children and families. We are the home for orphans. We also thank the naturalized police officer, Youssef, for his donation of half a million dollars in cash as a donation to the Foundation and the care of infant orphans. Thank you for speaking and advertising on YouTube Pablo's Bazar Foundation Graham Windham for making a donation to the Foundation responsible for policeman Youssef Azar and publicist David. Isabella Graham, New York, United States",il y a 1 an,
615,@fitofito1001,He is.,il y a 11 mois,
616,@christopherfoote4643,Trump telling someone they are rude and obnoxious seems hypocritical to me,il y a 2 ans,
617,@tonymu2976,This is what a President looks like,il y a 12 jours,
618,@h.-miguelferrertena1449,"Best president ever, thats how you have to deal with media",il y a 2 ans,"118 ""J'aime"""
619,@juannicia5961,Trump is a wise plus person.,il y a 11 mois,
620,@Enoughsenoughnomas,"(trump throws a tantrum like a little 2 year old when he doesn't like a question and then says ""how rude) his supporters: SWEET LORD THE GENIUS!!!! OH MY GOSH HOW DOES HE DO IT?!?!?!?!?!?",il y a 3 ans,"1 mention ""J'aime"""
621,@mr.bluestone1276,Thats completely hypocritical LOL,il y a 1 an,"1 mention ""J'aime"""
622,@SalimOfShadow,"Basically CNN said:""Here's what you need to ask him,for every question you do to him, we'll play 4000 bucks""
I would have done the same or even worse hahhaa",il y a 1 an,
623,@ajayisamuel8683,The girl who took the mike is  goated,il y a 4 mois,
624,@vonjt4077,1:48 he was gonna go and do it himself,il y a 2 ans,"19 ""J'aime"""
625,@dilippatel7256,"VOTE FOR DONALD TRUMP FOR THE 2020 PRESIDENTIAL ELECTIONS. THE GREATEST MAN & HUMANITARIAN TO BE IN THE OVAL OFFICE.
THE WORLD OWES YOU AND WILL FOREVER BE INDEBTED TO YOU SIR.",il y a 3 ans,
626,@Matik666Minecraft,I feel like in a classrom when Mr ex presiddent Don says ''just sit down please''.,il y a 2 ans,
627,@AryanSingh-yp8dj,He is not wrong,il y a 1 an,
628,@chelo2626ify,Trump now you get to sit down and watch a real leader do a press conference without discrimination of where they come from.,il y a 2 ans,"2 ""J'aime"""
629,@Beachdude67,I so miss Trump as president.,il y a 8 mois,"2 ""J'aime"""
630,@administratorsnake1089,Trump didn’t even attack him....  nice job CNN,il y a 4 ans,"77 ""J'aime"""
631,@vediveni99,"That so fun to stand in front of the president and ask him questions pointing fingers at him,hope we could do that to Indian politicians",il y a 2 ans,
632,@SuperDuperSuperMike,"One thing Trump isn't is a politician and statesman, but he is a rude and arrogant person. I grieve for the American people, but they have a chance soon to put things right.",il y a 3 ans (modifié),"1 mention ""J'aime"""
633,@joshuasJR,They can stay up too 10 years on they're government assistance for hardship[ of they're country,il y a 1 an,
634,@user-ll9fp8eh8f,"Lol, you are such a trooper, Trump.",il y a 5 jours,
635,@alexortega9645,Bet that reporter is laughing now after Trump's 4th indictment,il y a 2 mois (modifié),
636,@vanthai7358,Way to go Mr. President. Please absolutely secure the border to restore the rule of law and keep America great.,il y a 4 ans,"10 ""J'aime"""
637,@abdulahmoula7196,President. Trump is greatly admired for his fine sense of humor.,il y a 2 ans,"1 mention ""J'aime"""
638,@gd9259,He’s the funniest man on the planet. Hate him or love you can’t deny that.,il y a 2 mois,
639,@elenieskitchen9868,"No, he’s not rude you are you don’t like it when people tell you the truth you try to calm off you don’t wanna hear what they have to say that’s too bad",il y a 8 mois,
640,@eluberimabib4070,Trump is such a boss.,il y a 2 semaines,
641,@moneygemz5887,“Thats enouUuFf”,il y a 1 an,"1 mention ""J'aime"""
642,@itshk9427,"""Trump attacks CNN reporter""
I hate Trump but that ain't attacking",il y a 3 ans,"92 ""J'aime"""
643,@SupaHoon,The guardian has lost control of the narrative lol,il y a 3 ans,
644,@ceciliaal5034,Vamos lha TRUMP tds às nações do planeta está  com vcs. Queremos uma nova terra livre com energia livre e igualdade pra tds e livre de td mentira e  dá enganação...,il y a 3 ans,
645,@Bulbastrng,True and Real,il y a 2 mois,
646,@elisabethvalade9866,Interesting how he calls others just how HE IS!!!!!,il y a 5 jours,
647,@FalconsEye58094,And this is coming from a guy who tried to overthrow a government,il y a 1 an,
648,@totallyaaron1686,Trump roasted that guy like a turkey on Thanksgiving.,il y a 3 ans,"58 ""J'aime"""
649,@truthnotopinion3659,Omg a President that can speak!,il y a 1 an,"1 mention ""J'aime"""
650,@surreal4972,"I don’t like Trump. At all. In fact, I think he is the worst president we’ve ever had in office.

However, I must say he was in the right here. Trump CLEARLY wanted to move on from the topic at hand, but the reporter just WOULDN’T SHUT UP. He was right in shutting him down and putting him in his place.",il y a 2 ans (modifié),
651,@richardyance6720,NO RESPECT AT ALL,il y a 1 mois,
652,@willschrueder9107,Trump is the greatest projector in history.,il y a 2 ans,
653,@jasonbryan3602,Why don't we have biden do these interviews,il y a 9 jours,
654,@coolsquad7428,That reporter sounds like a kid talking back to there parents,il y a 3 ans,"22 ""J'aime"""
655,@shak4900,"I love trump,  he exposes all the reality.
Regards from Australia",il y a 2 ans,"3 ""J'aime"""
656,@chrisgali8645,We are gifted with a president like Mr Trump!,il y a 3 ans,"2 ""J'aime"""
657,@rahuljoshi6627,Only guy who can save America,il y a 3 semaines,
658,@cityguy181,Imagine Trump telling someone else they're rude.,il y a 2 ans,"1 mention ""J'aime"""
659,@kavoyplowright2373,Not all actors come from Hollywood 1:03,il y a 1 an,
660,@runawaycat4594,"""They didn't come from Hollywood"" LOL at the thought of Hollywooders climbing over a wall :D",il y a 3 ans,"125 ""J'aime"""
661,@jonmccracken8625,"Trump 
A president I can actually understand when he talks , take notes Biden",il y a 14 heures,
662,@mikejackson8150,Now I miss trump he's so brave,il y a 8 mois,"1 mention ""J'aime"""
663,@exactceamzis6525,That was the question from the beggining,il y a 1 an,
664,@HPsawus,“Attacks” he had a go at him,il y a 3 ans,"10 ""J'aime"""
665,@Poldereaux,"all this glory to end up leaving, one day .",il y a 6 jours,
666,@user-jj8wu4pe6p,I love president trump.,il y a 4 mois,"3 ""J'aime"""
667,@fair1831,"Well done Donald!

You are so right!",il y a 4 ans,"11 ""J'aime"""
668,@ThorBB,He doesn’t attack nobody lol?,il y a 1 an,
669,@meilmontigny9201,Somebody got a slipper spanking.,il y a 11 mois,"1 mention ""J'aime"""
670,@cassagrg,"Mr president is not the problem .
These media is the world’s biggest problem..",il y a 4 ans,"54 ""J'aime"""
671,@johnpulaski6725,🇺🇸,il y a 10 mois,
672,@kurihara9023,"I'm with you Trump,,without people how do company get their customers,, that's why we only need people and declaration  to make it legal before asking a straight person.",il y a 11 mois,
673,@SOSBOY4EVER,Did they watch the video? He had enough and literally wouldn’t stop talking. How tf is trump in the wrong?,il y a 3 ans,"20 ""J'aime"""
674,@kurtsnyder4752,Hope they'll be ruder and terribler.,il y a 1 an,
675,@gergelyozsvar9890,He's right,il y a 11 mois,
676,@y2kbug3,shame on cnn.  shame on acosta.,il y a 4 ans,"58 ""J'aime"""
677,@samuelweir5985,"And nobody knows more about ""rude and terrible"" than Trump!",il y a 1 an,
678,@johnnyrats7083,Would be nice if trump let other people finish their sentence,il y a 1 mois,
679,@golden7682,"""That's Enough"" That's Enough"" THAT'S ENOUGH""",il y a 3 ans,"46 ""J'aime"""
680,@tonihildebrand4725,Trump must have looked in the mirror. Sounds just like him.,il y a 2 mois,
681,@andyjala158,Yeah he is Rude terrible reporter,il y a 11 mois,"2 ""J'aime"""
682,@RJIS,He should run again,il y a 1 an,"1 mention ""J'aime"""
683,@bggaming2146,I mean you can't come into the country illegally and expect the president to be okay with that haha,il y a 11 mois,
684,@iBacon,"Look at our southern border since last year, that’s what no process immigration looks like.",il y a 1 an,
685,@gauravmishra8782,At least he is answering Not like Modi who haven't been to sessions like these ..,il y a 1 mois,
686,@captainnookie3060,Beautiful smack down of CNN.,il y a 4 ans,"14 ""J'aime"""
687,@Thatthar899,Classic.,il y a 4 mois,
688,@anthonylaszlo7487,He only wears blue ties at press conferences or rallies. And all one on one interviews a red tie. Wonder why,il y a 1 an,
689,@Gez4565,"Donald trump calling a rude, terrible person “a rude, terrible person”",il y a 3 ans,"66 ""J'aime"""
690,@andrewsedward2009,"""CARAVAN IS NOT INVASION...ITS MIGRANTS MOVING FROM CENTRAL AMERICA TOWARDS THE BORDER WITH THE U S""

thank you for telling me that....",il y a 6 mois,"1 mention ""J'aime"""
691,@mindtwister1984,Media got worse after fact checker Trump stood down,il y a 1 an,
692,@mastersan7798,"WOW, THIS INDIVIDUAL THINKS HE'S AT HIS TRUMP TOWER. INCREDIBLE..!!",il y a 2 ans,"35 ""J'aime"""
693,@beerborn,Imagine being an arrogant Cuban.,il y a 1 mois,"1 mention ""J'aime"""
694,@mikep6275,Yes they should liar gets upset because the man is asking the right question that you lied about losser,il y a 1 an,"1 mention ""J'aime"""
695,@dennisralph2199,"""I wan to challenge you?""  That's not a question.",il y a 4 ans,"18 ""J'aime"""
696,@charliemac5154,President Trump was right to call him rude,il y a 11 mois,"2 ""J'aime"""
697,@Adam-yx4hi,Once again projecting what he actually is onto someone else. His day is coming!!!!!!,il y a 9 jours,
698,@jamalyas2915,He definitely got fired by CNN,il y a 4 ans (modifié),"48 ""J'aime"""
699,@thehater2091,He’s right,il y a 1 an,
700,@antoniohagopian213,2:17,il y a 3 mois,"1 mention ""J'aime"""
701,@asianfrenchcanadian,"""Trump attacks CNN reporter""
Who wouldn't?",il y a 2 ans,"57 ""J'aime"""
702,@americanguys5579,Best President ever.,il y a 11 mois,"5 ""J'aime"""
703,@OHAApple,"""thank you for telling me this, I appreciate it""",il y a 3 ans,"50 ""J'aime"""
704,@Z-bone64,1:48...I wonder if the young lady grabs Trump's orange microphone as eagerly.,il y a 1 mois (modifié),
705,@smusunuri,Which part the report does not understand ?,il y a 1 mois,
706,@twixxtro,1:48 DMAN.... She really finesse his mic like this?,il y a 3 ans,"112 ""J'aime"""
707,@jord1852,"You call that ""attacks""",il y a 11 mois,"1 mention ""J'aime"""
708,@tuomaslilja1027,Were doomed…,il y a 11 mois,
709,@nelotharen8599,"""You are the enemy of the people"" hahaha",il y a 3 ans,"9 ""J'aime"""
710,@lhudson4377,All over not able to answer a,il y a 5 jours,
711,@mayasilliman1465,"The ""reporter"" is Jim Acosta from CNN.  He's like a giant fly that keeps landing on POTUS shoulder....a big swat,  but he just doesn't go away and take the hint that no one really likes him!",il y a 4 ans,"28 ""J'aime"""
712,@MrSebboxxx,I think Trump talked about himself ... ok he mostly did ...,il y a 1 an (modifié),
713,@mcivor321,THATS ENOUGH! LOL,il y a 1 mois,
714,@WestShoreMan,Trump started it by be so sarcastic.,il y a 4 ans,"9 ""J'aime"""
715,@arnoldemmanuel8838,I get Trump's point,il y a 1 an,"1 mention ""J'aime"""
716,@flohdaniel,That's enough.,il y a 1 an,
717,@copiouscoos,"""CNN reporter physically attacks White House intern""",il y a 4 ans,"66 ""J'aime"""
718,@alexankitchoudhary2962,We need people for companies,il y a 1 mois,"1 mention ""J'aime"""
