username,comment,date,likes
@jrobb3444,"Drunk & passed out in drive thru, sobriety checked (failed), tried to arrest, resisted and fought officers (and won), escaped and fled with officers taser, then shot at officer with said taser, then stopped by police. 
Poor choice led to an even worse outcome.",3 years ago,0
@daniconi7333,The cops picked up their brass before attending to him. His life could've possibly been saved.,3 years ago,10
@bosswomen6315,Condolences to Rayshard Brooks' family and friends. Police would have handled this differently if he'd been white. Mr Brooks' fought back out of fear. It cost him his life.,3 years ago,0
@amirtbt,"Police officers are not screened and trained properly in the states.I live in Canada and it is too difficult to become a police officer here, therefore Canada ranks second best police forces global-wise after Japan.",3 years ago,0
@mmnez5805,MNOGO ME JE POGODIO OVAJ KLIP. NEMOGU DA VERUJEM DA POLICIJA MOZE BITI OVOLIKO  BRUTALNA. KOLOIKO SAM RAZUMELA COVEK JE SPAVAO U KOLIMA A STA SE POSLE DESILO NISAM RAZUMELA.PREVODITE I NA SRPSKI DA ZNAMO O CEMU SE RADI.,3 years ago,1
@lanrerahman9175,"It makes me so sad to see that people think this is worth getting killed over. I'm not sure if it is just people picking teams to say things aren't as bad as black people have been saying it is. In this video the man talks about his daughters, remember the human element here. He should have been arrested, no one is disputing that. But to get killed over this, running away with a taser (while being under the influence) is egregious.",3 years ago,0
@erichart2093,Those justifying this killing do not get it are the reason we can not move forward.,3 years ago,0
@g.scottakasuperearth,And just like the cops we're going to investigate ourselves and find ourselves not guilty.,3 years ago,7
@jourdanrondo3314,"I see a lot of people saying stuff like, ” he took the taser, so he deserved it.” Granted that was not a smart move. But something in a lot of police shootings is that it seems like officers always shoot to kill. Never to disarm.",3 years ago,1
@hinchman101,Sad story of a brother lose his life because the police mad Rayshard making them work for their pay that day. He made them seem weak in front of the line of people and they shot him for showing out️,3 years ago,2
@bri9146,What is wrong with people now a day. What if the man had a heart attack? No one felt the need to come out and find out if he was ok. But instead they want to call the cop. Really? Are we serious? Was the cop needed? The wendy's manager didnt couldnt go out to find out what is wrong with the man. Or they are just affraid? I want to know.,3 years ago,0
@gjrloiouyfchicfhhudrgky3470,"This obviously drunk man fought like crazy, and ran while having the taser he stole from the officers.
The man had enough strength to wrestle and muscle his way out while stealing the taser.",3 years ago,0
@darlenechinnery9872,"This police brutality has to stop.
They Got him to pull over, found he was intoxicated, how about taking his keys and have the vehicle impounded and get his info from his id and give him a citation to show up to court to deal with the dui. Why do we have to keep arresting people for the simplest things and then it turns up into a big thing. The laws and the way thing need to be handled needs to change.",3 years ago,0
@malikothman5381,They had no right to handcuff him or arrest him even if he was drinking because he was parked and sleeping  he wasn’t driving,3 years ago,5
@Gargoyle3438,"He must have concluded that there would be more of a problem for him if he were taken in right then. Because running only adds additional charges and an arrest later, with additional punishment. That's alcohol.",3 years ago,0
@hunterhaire1327,"The guy was operating a vehicle intoxicated(which could result in multiple fatalities) he failed a sobriety test, tried to fight the cops after they were nothing but patient, then stole their taser and ran. Instead of pulling out his gun immediately they actually TASEd him first! HE continues to flee (with a stolen police weapon (lethal or non) and expects them to let him run into the night or into some poor unsuspecting citizen near by. This cop should sue for being wrongfully fired.",3 years ago,0
@donb8088,"They said the taser was already discharged by the police and not reloaded before the suspect stole it. So the suspect stole and pointed a yellow piece of plastic at the officers. That's unarmed, and not endangering the officer's life in any way.",3 years ago,0
@sonofashepherd9910,"“You have to be in fear of your life before you use deadly force”


Aight fam need we say more?",3 years ago,0
@carlosdelossantos8265,He grabbed one of the tasers and shot it at the police officer. They don’t show you that,3 years ago,22
@default_doppelganger,"was watching CNN covering this on TV earlier, they tried to imply the one cop intentionally discarded his body cam during the struggle and completely ignore that the dead guy shot the taser he took from the cops at the cops, thank God the lead up to and the attempted arrest for DUI was by the book.  Come to find out the deceased was a repeat guest at the grey bar hotel.",3 years ago,1
