username,comment,date,likes
@crimecentralnow,what if the drunk guy that took the cops taser actually hit the cop with the taser and he runs and grabs the gun and shoots the cop or an innocent stander?  If he is drunk and grabs a taser what makes ppl think he won't grab the gun?,3 years ago,0
@denverbroncos3843,"Yes edit out the parts for the he punched the cops in the face, if he would have complied you would be alive",3 years ago,9
@AK33M,I understand that he shouldn't have resisted arrest and was driving drunk. I know he took their taser. But I still don't think they needed to shoot the man.,3 years ago,0
@michaeldileo8815,"I can't see why anyone would want to be a cop anymore.  This is such a risky job that doesn't pay enough for all the shit you have to deal with.
For all the good officers out there (and there are many) thanks for all you do.
#blacklivesmatter#bluelivesmatter#alllivesmatter",3 years ago,1
@kafaya77,guy had some drinks and probably smoked some weed having a good night he had a good 30-40 years of life left but he decided to resist arrest.  smart move.  he probably had some priors/warrants or something.  i committed a crime once and the cops pulled up behind me and I just unbuckled my seat belt but didn't get out because I didn't want to get shot and waited for them.  they opened the door and got me lol i didn't resist!,3 years ago,0
@Si1verRaven,"I have to keep it real he should have just gone into custody, with DUI he would have been out the next day. This is not all on the officers this time. Didn't have to shot him but if the taser incapacitated the cop everything on his belt including his firearm could be taken. Bad situation for all involved but this isn't like what happened to Floyd.",3 years ago,0
@antess1446,Stealing a taser is still no reason to kill a Person,3 years ago,0
@3PacBack,I would like to see the police camera front of the vehicles.,3 years ago,219
@vincef7487,"Rayshard Brooks DID THE RIGHT THING! He may have been too drunk to drive. He didn’t continue driving. He pulled off the road to sleep it off, which eliminated any chance of him becoming a hazard to anyone or anything. 
His family should lawyer up and seek whatever compensation can be had in order to get the point across that CHANGE needs to happen.",3 years ago,0
@empathyman3436,"Take his keys, and let him go. When he comes to get his keys, when he’s sober, he also receives his DUI citation.",3 years ago,2
@michaels3203,"He was restless, tired, whatever. He's falling asleep OK I get that, but the line was moving forward obviously, no other customer was blocked from getting service. He was moving forward in line. No criminal activity was taking place. Whose the Karen that called the cops on him? I bet the caller feels pretty guilty as well.",3 years ago,0
@dominickray5103,"In the original video, BEFORE THIS WAS RELEASED. You can clearly see that he took possession of the polices weapon and aimed back at them.",3 years ago,0
@dustinlynne2697,How many warnings did the guy get?,3 years ago,0
@Squidbillies1000,Running away with a less than lethal weapon does not require deadly force.,3 years ago,13
@henkfourie9862,"“ he’s not in possession of a firearm so he cant hurt you “ 
proceeds to grab taser (yes the taser is non-lethal but if he tases the officer then he could take the officers gun could he not ? )",3 years ago,6
@marisol8924,"When i was in high school, they taught us how to behave if we ever got pulled over by an officer. My school had all races, including whites. Is that still not taught in schools? If not, then that should be something BLM should be asking for when requesting policy changes.",3 years ago,8
@chrisgedde6560,He probably thought that the officer was planning to take his costo card.,3 years ago,0
@fredthompson1674,"My step dad was a sheriff for 30 years. He’d just let the drunks run and watch as they’d gas out several hundred yards away. Later on he worked the K-9 unit for about 6  years and NOBODY ever ran or acted up. We cool. Problem solved, more police dogs.",3 years ago,1
@christru22,"The cop shouldn't go to prison, yeah he could of solved this without his weapon, but shit happens in the heat of the moment. Yeah he dodged that taser and the guy probably planned to keep running until he got away. This same shit happened last weekend where the cop actually got hit by a taser, but they never killed the guy. Not everybody will respond the same.",3 years ago,0
@CaptainOnyxShow,"It's deadly to have a taser, specially one that does not belong to you.",3 years ago,7
@ChiefJayBinns,"Checks car finds nothing
Checks person finds nothing
Find zero drugs or drinks in the car
Gives field sobriety test and he passed",3 years ago,0
@williwub3648,"Although the cops assumed that the driver was drunk, they told him to move the car and then charged him for drinking and driving?

One should definitely not fire a taser towards a cop.",3 years ago,0
@jrbland18,"the POLICE would have finished arresting him and trying to put handcuffs on him, this man would have been alive. Instead this GIY started fighting POLICE and pulled the taser from cop. Started running and turned around and firedtazer toward cops. Then 1police officer shot him and then they did CPR  on him.  Sorry this guys life ended but, if he didn't do what he did, he would still be alive.",3 years ago,15
@jacantu10,"""The Officer Tatum"" YouTube channel has the angle they're not showing you!  And, he even explains why deadly force was justified!

Highly recommend his channel. I love his videos, at least most of them. Even if you are a Leftist, it'll provide a distinctive view of officers.",3 years ago,0
@awahpahpow7735,You have his car. You absolutely should have let him go. Get him later.,3 years ago,0
@1deepstar,So cops couldnt handle a drunk guy sleeping in his car without shooting him. Looks like they spent too much time training to kill and not enough time on hand-to-hand and grappling skills.,3 years ago,14
@sarnahudane4583,"Well, one thing is for certain, he wasn't that drunk if he overpowered and managed to take a Tazer from and outrun TWO cops. That man was not drunk.  Not forgiving his actions, but it could have been handled differently.  This did not require getting shot in the back three times simply because he was outrunning you; the man had no deadly weapons on him.",3 years ago,0
@ckaz007,"Brooks made a plethora of bad choices the night he was killed, including, fighting with the police, resisting arrest, firing a taser at the police, and having the munchies and falling asleep at the Wendy's drive-thru.",3 years ago,0
@hastinmartin4247,2 ppl died in police custody in my city today,3 years ago,0
@mr.nobody4385,"So, we really not gonna hold this man accountable for ANY of HIS actions that lead to the shooting? EVERYTHING is on the police officers? It's okay for him to act the way he acted, but, regardless of that, they should have made sure he was safe? I don't think the police did anything wrong. If he cooperates fully, he's still alive...the police isn't forced to react.",3 years ago,1
@rebelgordo2339,If that  cop just stood there got out his notepad and brainstormed some ideas this wouldn't happen.,3 years ago,0
@starrwashington557,"He fought with officers and tried to steal their taser then ran off?
They've burned that branch of Wendy's down?
Uh.",3 years ago,227
@Rugaworldpeace,"Should of been DUI resisting arrest and if u wanna stack the books felony assault may even be able to sprinkle with a deadly weapon, it should not be a death sentence. And if 2 cops can’t subdue 1 drunk man I really think they need more physical training",3 years ago,0
@MatthewMoscotto,"Big issue... Cops didn't even explain thoroughly to him why he was being taken. Definite feeling of ambush. But this man resisted arrest, got in to a fight with 2 officers, grabbed a taser, went running and while running turned back to shoot at a cop... That was the perfect recipe to get shot and killed. In these harsh times, they were better off letting him run and just using the info from his vehicle to track him down and arrest him within 48 hours.",3 years ago,0
@jimmiranda7181,"Legal limit in Atlanta Ga is .08 so he was legally drunk. Why did he run? Maybe he had a warrant, suspended license? Stolen vehicle? If not, why run?",3 years ago,0
@rickcook7987,"Is it possible for a policeman to shoot at a non-lethal area of a human being??? If they're trained to Shoot-to-Kill at ALL times, then this practice REALLY needs to change. How FK sad for this mans family. And if he just would have complied!!!!",3 years ago,0
@littlelady.7vidhyavishal376,It's not ok to shoot at someone that running from you point blank. You alone use the damn gun if your life is Threaten. They are wrong they should know how to handle this situation without using a gun. A teaser can also kill a person. The police department is doing but harm to the public damn how many people going to die in order to see some real change smh.,3 years ago,0
@libtard678,"Resist arrest, fight two officers on ground, take taser and point it at police. Wonder why he got shot?",3 years ago,9
@ApothecarySong,"I’m pretty sure deadly force was warranted because if the cop was tazed the suspect, who was already violent, could grab his weapon and put more people in danger.  Hopefully we learn more.  Moral of the story is, don’t fight with the cops.  Don’t commit crimes and you’ll never have to be in that position.",3 years ago,0
@mitchc5538,I’m sympathetic but if he’d just complied he’d probably be leaving the drunk tank right now,3 years ago,0
@tomdairy4305,If he wasnt drinking and driving this would have never happened,3 years ago,4
@saint6563,"Cops not hired to be Judges,
not hired to be Jurors,
nor hired to be Executioners.
Any Cop doing any of those actions",3 years ago,1
@Cadmus9501,"Imminent danger you say, well in the full video when the police officers try to arrest him, the man resisted arrest, fought them off and then one of the cops uses his tazer, which didn't work. At that time he grabs the cop arm and tries to take away the tazer from the police officer, at that point the cops had no choice but to open fire. It's all on the full lenght video, this video makes it seem the cops shot him for no reason.",3 years ago,0
@cameronsullivan6745,The media is killing this country’s soul.,3 years ago,10
@jeffrymceden4423,"Okay okay... He was being compliant. He was unarmed. Up to the point where he was being arrested (for an infraction that didn't require you to be arrested, just send him home) he did everything right. I don't know why he was running away, but killing him was just plain stupid.",3 years ago,0
@danchavez8987,"It seems to me that the shooting was uncalled for...if the officer was alone and was going to be tased while chasing him...a different story...but if the one cop of the two that shot him felt like someone's life was in danger from a taser...says all cops endanger lives every day using tasers...you can't outrun a radio, and they had his car...",3 years ago,0
@phillip505,I feel like the audio of the shots tell a lot. Shooting once at the guy would would be ok as he fired at police first but three times!?! Three times is shoot to kill and completely changes my viewpoint on this as being too much,3 years ago,1
@ramonaclo7646,Is it possible to take the guns away from police? Or get permission to use deadly force?,3 years ago,0
@Emzyenerosisor,You don't have the right to kill a drunk person,3 years ago,0
@Banana-wu6te,"2 Wrongs Dont Make A Right.
He Was Wrong For Resisting Arrest BUT The Officer Was wrong for using deadly force",3 years ago,10
@davecooke7868,"The police need tactics like choke holds to subdue a suspect that is fighting with police , the only thing is when you have the suspect under control it’s time to release choke hold and put suspect in car which they did not do in Floyd case. It wasn’t the knee on the neck, it was the timing once he had Floyd restrained he should have put him in the car  and that’s why they are charged with murder because all three cops had their knees on him",3 years ago,0
@greyfortitude18,For some reason. This was a bad timing and i feel bad for the family of the officers who lost their job and probably being life threatened right  this time when all they did was do the calm process and had to defend themselves. Race is not the issue here.,3 years ago,0
@jeffmahoney1271,"Is this expert on drugs? ""they patted him down so they knew he was unarmed"" did he miss the part where the guy stole a taser....",3 years ago,1
@professorfarmgirl9662,"Can you be armed with a taser? If so, he was not ""unarmed"".  Too bad he turned around to shoot because looks like he might have gotten away if he'd just kept running.",3 years ago,0
@jamesellenberger7345,Our whole country is in turmoil from the issue in Minneapolis. Let the suspect go as he runs away! Who care! Have his car impounded. He had no weapons! This is just fueling the fire! Bad judgment call on the officer! THINK!,3 years ago,0
@relentlessruthie9758,"I’m not watching the news anymore. I’ve been so focused on watching every news network at night time that I even go to bed way past 9pm and this is not ok. 
I’m done. I’ll come back whenever we have positive news I’m over it now. I’m over it.",3 years ago,223
@shawnm.7450,"Watched the whole 42 minute long video and the guy definitely was wrong. Cop was wrong for not shooting legs as well because how he was behind the suspect, he could've shot the legs just as easily he did the upper body.",3 years ago,0
@israeldaniel9268,"It was a short ranged non lethal taser againt officers with armor. The taser missed and it only has 1 shot. So they coulda tased him (the partner whos taser wasnt taken) and apprehended him. The shooting was unjustified as the suspect didnt have  a ""weapon"" to use against the officers in that momemnt anymore.",3 years ago,0
@4as749,So did both body cams fall off? Where is the footage from the camera that's not on the ground?,3 years ago,0
@fungames7403,Everyone needs to understand that man has reason to fear being handcuffed he saw George Floyd who cooperated until he died. Problem is the police need to be trained they are peace officers and they need to train how to take down a man without gun. Two officers on one drunk man who just woke up should be able to take him down without a taser. Should be willing to chase him on foot and be in shape to run him out of breath. If police do not want to be physical and are too afraid that they always turn to their fire arm they should do something else.,3 years ago,0
@storage-space4927,Common sense is not that common anymore :(,3 years ago,0
@Amroth228,"They should have let him run, they have his car.",3 years ago,175
@jfh667,"While they could have let him run, impound his car and try to catch him at his home address. I have a whole lot less compassion for people picking fights with the police, wrestling their weapons from them, to avoid getting arrested for drunk driving.",3 years ago,5
@jbwong82,I just got done watching the entire video which was over an hour long. They were cool as hell with him . Pretty much he done fucked up himself.,3 years ago,0
@albertod6770,Real reforms needed now.  Every police officer should re-apply for their job with higher standards required.,3 years ago,0
@mattyouto,"Does anyone have statistics for police shootings, with death rates? They seem (I could be wrong) that they appear to be shoot (multiple times) to kill? Does anyone end up with just a minor injury?",3 years ago,0
@KINGZ44four,"Their ego and pride wouldn’t allow them to accept this black guy out wrestled them and got away, so they decided to shoot and kill rather than just accepting he got away momentarily and to just send an arrest warrant later at his address.",3 years ago,0
Unknown,"After being trained for many years, you could not use any technique to tame an unarmed man. Useless",3 years ago,7
@SheldonShooter,"The suspect was willing to do anything. He did fight 2 cops, stole a taser (weapon) from them and pointed it against them. You can not risk that he tasers you and get your gun. The shots were 100 percent legal. The mayor of the city should retire for falling into the 2 cops back so fast.",3 years ago,0
@FPVREVIEWS,"Not up to me to determine, but if he takes the cop's taser, and tries shooting them with it, the cops are in danger of being incapacitated (what the taser is for) and then their deadly weapons could be taken, so from the cop's point of view, it's the same as if he took their gun.  (and for all practical purposes its the same, because after he successfully tases a cop, NOTHING stops him from taking their firearms.  And since he has already shown intent to use force against them, it's reasonable to assume he would continue to do so if given the chance.   It still sucks that they chose to shoot him, and could not deal with it in another way that did not result in his death, but this will be hard to prove that it was not justified, because it's relatively easy to prove that it was.   Sad all around, and condolences to the family. There has to be a better way.  how about throwing him the cuffs and asking him to put them on?   not sure, but somebody figure something out, so this does not keep happening.",3 years ago,0
@LamePseudonym1,Clean kill.,3 years ago,0
@candybroughtitup,It looked like he had something in his hand when he turned and pointed at them it’s not fair to the process of getting justice if we lie/omit information regarding the situation.,3 years ago,4
@edvenuto9614,Brooks acted out in a way that resulted in his death.,3 years ago,0
@runek12,"The dude should be charged with assaulting an officer, not killed",3 years ago,503
@Dpol85,Yes he was searched before he faught the cops and in the scuffle is it possible that he could have managed to get more than just the tazer? Or do you assume that he only got the tazer off you and your partner whom he beat in a fight?,3 years ago,0
@victoriabiggs4307,Let’s stop condoning retaliation against our policemen. Let them do their job. Teach the kids how to behave in a respectful manner. Let’s not give criminals a pass for non- compliance.,3 years ago,0
@dustinberthold962,"If he had not resisted arrest, he would still have his life...He went for the taser, which can incapacitate the officer and go for the police officers' firearm instead.",3 years ago,6
@moistpeanut5986,"So my question is, if the guy was running away and leaving his car behind.... couldnt they let the guy go and confiscate the car where it has all his information and then look for him later?",3 years ago,0
@juanvaldez5145,"A taser is not deadly force
They could have arrested him later",3 years ago,0
@calebdejoun939,smh this could spark the protest even more,3 years ago,8
@lukasjandik6444,So he was supposed to be arrested for the few meters he drove on a parking lot that the police officers told him to? Is that a trick how to get a reason to arrest?,3 years ago,0
@jasonhowland2903,I wonder if there’s going to be footage showing the cops are telling truth or that they shot an unarmed man just for running,3 years ago,0
@hyper6220,Y’all edited that video and took out the part the guy stole the cops taser...,3 years ago,26
@ndumisongcobo7089,"Chase, tackle and arrest the man with the teaser and resisting arrest but don’t shoot an unarmed man whom you have asked and patted down for weapons and know he has none but shoot him cause he ran away from you and pointed a teaser at you come on!!",3 years ago,0
@davekelder6959,Its fine to have him do the test for being drunk but arresting him is optional aslong as he doesnt drive home under the infualmce you already should habe recorded his info. Plus you already know he is not armed so  there is no need to use your weapon.and incase you say well you cant be sure if he lied or not well if you arnt sure they can always frisk to make sure aslong as they explain why they firsking.,3 years ago,0
@lennymitchell8254,"The officer knows there’s only one round in the taser which he used so the cop should of known he was no longer a threat , he should have just gave him one warning shot that’s it not kill him",3 years ago,5
@Daclamps046,If you think stealing a cops taser and running away warrants death you’re a sick human being.,3 years ago,11
@kymbab3471,"Well he summed that up, none of those officers lives were threatened with lethal force, so that man should not dead. Here we go again",3 years ago,0
@EdwolfXx,"Everyone saying that footage is missing thinking this is a conspiracy, the title literally says body cam footage. This isn't a compilation of all the videos.",3 years ago,0
@consarge,"maybe when officers begin to detain you, you shouldn’t run away, steal their taser, and fire it at them",3 years ago,12
@Ginja_DaNinja,"A taser is used obviously as a non lethal force, all in the comments saying he fired a deadly weapon back he definitely didnt, that being said the officer could have simply actually aimed his tazer and hit the man to drop him or shot him in the leg, the fact he aims for his torso in that situation with innocent civilians in the line behind brooks is terrible training. This isnt a race thing they tried to do it by the book then made an error in judgement of force in the end point >, blank _, period.",3 years ago,0
@kevinkelley1205,HE STOLE THE TASER! Why would you leave that out??,3 years ago,17
@maherjani8105,The guy was fully cooperating and then the police officers came IN to enforce the power. He was drunk but  not the police officers and must not be killed. PERIOD. Or just ban the bars.,3 years ago,0
@emodemocrat6281,@Charles Ramsey - He could of easily taken the officers gun a along with the taser during the scuffle.. The pat down that happen before becomes irrelevant.,3 years ago,0
@gabrielf.712,Yeah That's insane...CNN just having shown what they've shown on this clip.,3 years ago,1
@destaergano3121,"No body is above the laws, he should obey the officers investigation terms politely and good manners.
Police officers are doing their job!!",3 years ago,0
@alfp4560,"I mean I see a lot of these videos, the man shouldn’t have been killed or shot for that matter. But people have to see this subjectively, a lot of these videos people are resisting arrest. The videos also show not a lot of compliance.",3 years ago,0
@Free_Snooki,"Not to legitimize what the cops did to Ray, but George Floyd didn't have a chance. Rayshard had more of an opportunity to change the outcome.",3 years ago,28
@CB-os7tl,Don't blame Police. If they did their duty people would say they did it all wrong. The cops might as well just resign. Hard to keep law and order when you have no backup from your employers.,3 years ago,1
@PapaBear816,"He was stopped, he was sleeping, He didn't want to drive Drunk. The cops could offered him a ride home, They could of asked for a friend's number or wife's number to come get him. ( impounding his car or leaving it parked over night in the lot ) Could of asked him if he could call an Uber. There is so many things they could of done that wasn't Arrest him for sleeping drunk in a parking lot. For anyone saying he turned and fired a tazer at the so was justified... no. It should of ever gotten this far. This is what Defund the police means, this is what putting money into training for De-escalation means.",3 years ago,0
@cameronweaver2013,For all those saying fake news or not showing something: this says BODYCAM footage. We have SECURITY footage too. Please read and look at multiple sources before accusing fake news,3 years ago,0
@bobbyswanson3498,"I understand that the cop wasn’t necessarily exhibiting racism and had a reason to defend himself, but why not shoot the man in the leg or shoulder? The taser was clearly fired and missed prior to the officer shooting so it wasn’t really a weapon at that point anyways.",3 years ago,0
@lindastone4927,"Not for nothing,  but if he hadn't fought the cops, he would be alive.",3 years ago,0
@melona3727,"He ran and aimed a weapon to the police. what if he had a small gun hidden in his pocket?
Police did the right thing first of all he should never take away weapon from a policeman.",3 years ago,9
@nobodyfromnowhere3597,"The guy was resisting arrest and did prove himself rather dangerous make of it what you will, but in my book it is quite justified, it is not like George Floyde it is more heated moment.",3 years ago,4
@georged.7889,"Regardless of how it's edited, they showed the 2 most crucial pieces of info we need to see: a pat down of the suspect and the shots being fired. Why shoot an unarmed person even if he was running? If I were black, I'd flee too.",3 years ago,0
@JUICEeSCO,Wow they are distracting us with police work. ️,3 years ago,0
@MrDogonjon,Dude woke up drunk in his car and out wrestled two cops just like that.  Why did he fight? Were the cops supposed to think he wasn't dangerous after he defeated both of them? Bad choice to defend this gaper passed out in the drive through little mercy... much pity.,3 years ago,0
@TheAndy19701970,I am not from US  but I believe Yes black life do matter BUT sometimes people just too damn stupid to get killed. This one happen to be a black one. I feel really sorry for that cop that in trouble now.,3 years ago,0
@JohnnyTran-qh3ot,Why doesn’t cnn show the entire video of the police giving him a sobriety test and talking him nicely and the reason which led to his arrest. Deceptive editing.,3 years ago,23
@seanestes2004,"I'll be honest at 1st (before watching the video) I thought the cops were justified, but knowing that they patted him down and he was found to have no weapons on him, that was excessive force.",3 years ago,10
@lawrencegoldman1823,"Why did the cop try to make him look like a fool for a half hour?  He was from out of town, it's understandable that he didn't know exactly where he was.  Cop was making a joke of him.  Why did they grab him by the wrist?  Tell him to put his hands behind his back and see how he reacts before you get grabby.  I could tell that neither of the cops enjoy their work or even want to be on the job.  Why did the first cop ask Rayshard to drive to the parking spot?  That's just dumb.  Why did the cop ask him how much money he had?  That's just racist.  They would not have treated a white person like that.  They should have given him a ride to the hotel or called an Uber.  Would he have shot a white person in the back?  I don't think so.",3 years ago,0
@edwardcastillo3717,"Isn’t shooting someone in the back manslaughter? I’m confused, the man pointed the taser at the cop and shot yes, but he was running.. so there was no way he would of came back to the cops to grab their weapons because he was in a flight state.. I don’t get it.",3 years ago,0
@Tony-md7dk,Can't wait to see this guy 8th grade graduation picture.  Maybe his kindergarten teacher will come out and talk about he was such a good boy and show his finger paintings.,3 years ago,0
@josephclements2145,Wtf how did this guy watch this video and see a completely 180 degree reversal of what any logical person would see,3 years ago,0
@Fillinyourname,The truth is that they just dont feel like running.,3 years ago,13
@aujax1,a taser is not lethal UNLESS the man tases you and then takes your gun while you are stunned. then it becomes lethal.,3 years ago,0
@stollifa,"Me just wonder: If US police officers are now forbidden to take life-threatening strangleholds or similar measures during arrests, will that not lead them to resort to firearms? Means: there will be more deaths from firearm use.",3 years ago,0
@kopynd1,"the evidence was there they didnt need to cuff him, so what he runs away, you ve got him later, police need to come to the uk on a bad situation course, he didnt need to die black men are really strong and thats what frightens the cops",3 years ago,1
@professormawillett4297,"This guy is being naive. In the moment the cops don’t actually know what he has in his hand. They just had an aggressive perpetrator in a fight with two policemen. He points something at them and they fire at him. If they hesitated, it could have been one of them.",3 years ago,4
@mukhbirsandhu2035,He wasn't a threat. Running away. Didn't need to shoot him.,1 year ago,0
@Omilloadams,Edited to make you think different they should’ve just let that man run it was only a DUI,3 years ago,15
@kyrie6046,"Why did it need two officer's from behind to cuff him, is that US Police protocol. That was a critical mistake. One officer should be in front of Mr Brooks to read his eyes and body language and talking to Mr Brooks at all times. That would of reduced the chance of a fight and flight by Mr Brooks. The rest that followed after that would not of happened. The officer's were guilty of being caught by surprise by Mr Brooks, losing a scuffle, losing a tazer, running after Mr Brooks and then shooting him. This was all so avoidable! Poor police practice was evident here. UK Police are taught to back away from any situation that might otherwise escalate and to not feel that they have to ""win"" every possible or probable confrontation. A police officers best weapon is their mouth. Where was the greater reasonableness, proportionality and the greater emphasis on considering every other option by these two officers?",3 years ago,0
@marzabansam8093,"This situation could have been avoided. Mr Brooks was very cooperative. He even suggested to walk home back to his family. But this cop wanted more, so he keep pressing him, to a point where he lost his life. Discharge from service is nothing. He should be tried for murder, justice has to he served",3 years ago,4
@musictifymeg.6187,it is not about racism ..it is about police training.  The media making it worse.,3 years ago,0
@networthmedia5818,"Here in Kenya, we are doing better. We thought america was the super power, its shameful. In Kenya a policeman would bundle a drunk driver in the police car and drive him to the station, then take his car to the nearest police station. no bullets fired to an 'intoxicated' man.",3 years ago,1
@stephaniedorene,He asked him twice to pull over... the first time he fell back asleep so the officer went back to the car and told him again. Show the whole video.,3 years ago,0
@jeffchurum1431,How does two officers lose  video simultaneously. Coz they both did lose records. Is this the new tech of getting rid of evidence?,3 years ago,7
@parttimepreppers9907,He went from Fairly Cooperative to Beast mode very Quickly no one should be shot it the Back...yet would be interested what his toxicology results were?,3 years ago,0
@michaellopez5437,Erik Killmonger : The world took everything away from me! Everything I ever loved! But I'ma make sure we're even. I've waited my whole life for this. The world's going to start over. I'MA BURN IT ALL!,3 years ago,0
@jakobbennett540,"Worst possible timing for this, like come on. That being said, cop should not be arrested or fired",3 years ago,0
@southernman5839,He was armed with the officer taser  and shot it at the policeman. If he wouldn’t have resisted  he would be in jail but not dead.  What if he got away and got a gun and hunted both officers down . There’s a lot of what ifs but it could happen.  Rayshard  should have had responsibility for him self not to be driving and drinking . He could have kill a lot of people just being behind the wheel.,3 years ago,0
@BetzBros,So why did the cop get fired? What did he do wrong?,3 years ago,0
@TheTinfoilmanlive,Why did the cop pull off his body cam?,3 years ago,7
@SapoVerdeSalsa,"Ah yes, the room temperature challenge.",3 years ago,0
@jojoa-gogo5595,"Does it seem he was running away,
not toward the police, so they had
both the distance and the advantage
to just aim low for his legs, not back?",3 years ago,0
@cosmeticbeauty888,He didn't have to shoot... he was running away he was not a threat at any time in the video,3 years ago,0
@ThanhNguyen-pm7xn,"The suspect WAS ARMED...armed with the cop’s taser. Being shot by a taser can incapacitate the cop to the point that he would not have any control over his duty belt which is loaded with other weapons that could be used against him. The driver DID fire the taser at the officer. The officer returned fire. So, is the cop supposed to let the driver shoot him with the taser? What is the threshold?",3 years ago,0
@kensonyavaughn8116,"Clearly, the cop is going to prison .",3 years ago,0
@PeterSolarchannel,New normal is so much different from what i expected it to be.,3 years ago,60
@blowndome,How about you show the video where Brooks shoots the cops face point blank when struggling on the ground? They only show him running away and shooting but not the first.,3 years ago,0
@mmmmkay4773,Why couldn't he just remain asleep in the parking lot until he sobered up? Wasn't like he was driving 100 on the opposite side of the highway.,3 years ago,0
@Bola-pg5zw,"Poor guy shouldn't have died, but all he had to do was comply and live to dispute it later,  I don't think most cops wake up in the morning,  go on duty and wonder,"" hhmmm, how many people can I kill today??""....",3 years ago,0
@breathebreathe2022,"Lazy they didn’t want to run .. they knew he was unarmed. Even if you tussle its not proper to use excess to subdue a person, those “rights” are going to change, more tasers (unfortunate) for longer reach but firing on a person for a little bit of alcohol is abuse . Death in this case. The alcohol laws are going to change now that we have let weed/ganja/marijuana rules change, laws should and due change according to the times, these laws here, even officers are going to change, better social economic change are going to too",3 years ago,0
@nb7748,Shortened and edited: that is your first clue how this is going to be biased when the commentator says that,3 years ago,0
@ammonnewell1327,0:04 do you really have to put race into everything?,3 years ago,10
@richardsimpson2158,"THE IDEA THAT YOU CAN SHOOT SOMEBODY RUNNING AWAY IN THE BACK FOR GRABBING A TAZIER IS INSANE.
THE COPS ARE BEHAVING LIKE SOLDIERS.",3 years ago,1
@cunn1n6ham,"Here’s a crazy thought when the cops are cuffing you don’t resist and grab their taser...that said running away back turned no need to shoot at that point...but you’re asking cops to react like a robot, not going to happen emotions high they were just attacked (resisting arrest and taking the cops taser and shooting it at them is an attack).  My god I would never want to be a cop...it was hard before but now it’s plain ridiculous",3 years ago,0
@Jason-wp6gr,1. Don't drink and drive. 2. Don't point any weapon at the police.,3 years ago,0
@keaka560,"Why did suspect resist,  take the tasor, aim the tasor at officers.  This turned ugly when suspect resisted arrest. That seems to be left out  on most news channel?  This is much different than George Floyd case, where it was blatant brutality .",3 years ago,0
@cristianruiz8082,"Hey CNN, how about that clip where he took a taser and nearly incapacitated an officer",3 years ago,46
@peace2256,Unjustified killing.!,3 years ago,5
@ADURANT42,You don't mention the Officer had to wake him up on three occasions.,3 years ago,0
@carlharrison3637,"40 mins from start to end. He was drunk. He resisted. He ran away. If Wendy's had not called the Police, Rayshard would no doubt have crashed the car, possibly taking out  a family on the sidewalk or someone (one or more persons) in another car. Police were 100% innocent and Im not a fan of the Police but call it what it was.",3 years ago,0
@robdlc2247,"What happen to shooting in the legs? For christ sake... life is precious... that man has a mom/dad and other people thats gonna suffer.

You had a back up cop with u... shoot the legs why killed him over a taser?",3 years ago,0
@michaelthomson9461,"The guy was clearly in the wrong. What I can’t quite understand in all of these cases is why do the cops seem to shoot to kill. Surely it would make more sense to just mame someone?  This doesn’t seem to show all aspects of footage available elsewhere which does show him resisting then fighting the officers, taking their taser and firing it at one of them, so yeh, it’s a whole lot of bad choices yet again by both sides but this on the face of things isn’t a racially based event.",3 years ago,0
@patrickbarnes2686,Let him run u have his car and all his info... dude is running away not toward the police,3 years ago,0
@eduardotrochez1215,"Honestly, I blame the media for all this mess...they are the ones segregating.",3 years ago,22
@ericcartman6724,"He armed himself with the cops teaser.
The teaser won’t kill the cop, but you have to think if he grabbed the teaser, and he shoot the cop with the teaser, what’s stopping him from going for the cops gun next? 
Everything was going good until HE wanted to fight with police.He should have just went to jail, I mean he was breaking the law drunk and passed out in a running car.",3 years ago,0
@jimkozenchik7473,"Let's see, everything was going just fine up until the point he decided to resist the arrest and fight with the cops, the cops even started out with non lethal approach to get him under control and cuffed, he over powered the cops they were trying to use there taser's but unfortunately the perp took the cops means of non lethal force, had the intoxicated perp actually shot the cop with it and subdued him he could have had alot of possibilities to disarm the cop of his firearm, and mind you he is under the influence of alcohol, and his mind is obviously not thinking right because he has already resisted the arrest and started the fight with the cops, you have know idea what he is capable of doing, especially being intoxicated..",3 years ago,4
@ROBMACDUI,"So, a drunk gets into a fight with 2 officers, slaming one to the ground steals a weapon and turns to fire it back at cops as he runs away and nobody can inderstand why he got shot??",3 years ago,1
@3PacBack,They had no reason to arrest him if he passed the breathalyzer.,3 years ago,0
@dcamron46,Brooks is 27?! He looks 45!,3 years ago,0
@iantruhler701,They literally removed the clip of when the guy grabbed one of the cops tasers and fired it,3 years ago,267
@zevermoon,So in this situation someone called 911 because he's passed out in the drivethrough line.  Police arrive test him for sobriety.  Subject refused to complete the test.  The police are Aresting him for suspicion of intoxication.  During the arest subject starts to resist.  Police can no longer use a takedown hold.  Subject get a hold of a tazer starts to flee the area with a dangerous weapon.  While fleeing he aims the tazer at a officer in a threatening way.  As a last resort the officer shoots him.  That's self defense.,3 years ago,0
@mileyan24,"As a black person I don’t think this was race related at all, but I also don’t think the officer needed to fire at someone fleeing when 1. He was too far to be of a threat with a taser and 2. The officer could have shot him in a non lethal location.",3 years ago,0
@TheRyanthunder,Anybody mind telling me why he was arrested?,3 years ago,0
