username,comment,like,date,comment_length
lastsam9846,Not justified to use deadly force,0,2020-11-13 10:40:59.345294,34
andyfam5613,The restaurant had better footage than the body cam I wonder why CNN didnt wanna use that footage Maybe cuz it shows the suspect turning and trying to use the taser on the police,11,2020-11-13 10:40:59.345294,181
ghadi202X,so intoxicated he passed out at the Wendys drive through lol,0,2020-11-13 10:40:59.345294,60
markjacobs3468,He was drinking and driving He resisted arrest and stole a taser and shot it at police This was 100 percent justified They call him a good father but he got charged for cruelty to children He made some stupid decisions that night and it cost him his life,0,2020-11-13 10:40:59.345294,260
trevordidham5245,I wonder which one of their news anchors will cry today,6,2020-11-13 10:40:59.345294,56
deeply4514,What i dont inderstand  taking the taser gun then  running AWAY FROM THEM why shoot him they had his information he didnt take it then turn to use it on them instead runs away,0,2020-11-13 10:40:59.345294,175
andym8533,So lets all just ignore the video footage of Rayshard running off with the taser and pointing it a the police That is why he got shot,11,2020-11-13 10:40:59.345294,135
mitchc5538,Im sorry but why is the media giving this so much coverage George Floyds case was special in that it was so clearly wrong This case on the other hand is not clear He shouldnt have run He shouldnt have pointed the taser When cases like this get so much attention it starts to shed negative light on the larger movement,0,2020-11-13 10:40:59.345294,327
zeusincoming282,But I have to agree the shooting was a bit much he was wanted for DUI not Murger or Rape,0,2020-11-13 10:40:59.345294,93
BroTalk1000,cops love losing their jobssmh,7,2020-11-13 10:40:59.345294,32
blackdollars718,Can somebody explain how 2cops cant contain a drunk man on the floor ill wait,0,2020-11-13 10:40:59.345294,80
terrisantiago9128,Well what did he run for,0,2023-10-14 10:40:59.345294,26
nonombrenoapellido6960,Thanks CNN for editing out when the guy fires at the cop with the Taser as he flees and THEN is shot Dont be fooled people,19,2020-11-13 10:40:59.345294,129
realreal8031,My thing is this  why they shoot to kill  Why not shoot legs if its necessary to shoot  Why kill,0,2020-11-13 10:40:59.345294,101
garywhitehead6211,Theres only 1 problem here CNN reports,1,2020-11-13 10:40:59.345294,47
motzrellagoncha1782,He stole the freakin taser,6,2020-11-13 10:40:59.345294,27
bryanjensen5357,Reparations should be paid out of the police retirement fund,0,2020-11-13 10:40:59.345294,60
kemetTamerikaans1621,Could have just let the guy call someone to pick him up r tell him to uber,1,2020-11-13 10:40:59.345294,74
pjdurkin8582,This guy should not be dead,5,2020-11-13 10:40:59.345294,27
stephaniedorene,"Here is the whole police body camplease watch
httpsyoutubeDhdpG2XzRXQ

 Hes clearly intoxicated and confusedthe first officer was right to call for the DUI test If he drove off and killed someone then what They were very respectful and did their job Mr Brooks even said it was ok the officer was doing his job Why did he resist arrest punch wrestle take his weapon run and shoot the tazer at them Thats like 4 felony counts You cannot do that to the police The tazer could have incapacitated both police officers and then he could have taken their guns The tazer is a weapon thats why the police have them Its sad he died but his unfortunate actions caused this",0,2020-11-13 10:40:59.345294,691
bones007able,His fault for resisting but shooting him for it hell they had his car and even some car chases cops will forego if there is a danger but we cant let a drunk go ,0,2020-11-13 10:40:59.345294,179
New_Beginnings-zu2ns,Im done watching the news,291,2020-11-13 10:40:59.345294,28
draganradulovic8808,Its fear,0,2020-11-13 10:40:59.345294,8
josephhoman6562,First offyou dont resist arrestsecondyou dont take a police officers taser3rd you dont flee from the policeHow can police officers do their job correctly when they are being arrested for doing exactly what they were trained to do,0,2020-11-13 10:40:59.345294,240
eugenes9751,Thats a lot of editing even for CNN,15,2020-11-13 10:40:59.345294,37
mightygod8437,PEOPLE DONT TRUST MEDIA SMFH ,16,2020-11-13 10:40:59.345294,30
craphead9842,shot in the back for a parking fine sue the Bastardsregards Tony,0,2020-11-13 10:40:59.345294,70
mandymoore5774,Why is the camera looking up at the sky towards the end Cop take it off,0,2020-11-13 10:40:59.345294,75
betty7522,If he was drinking and driving he could have killed someonewhy dont they talk about that,0,2020-11-13 10:40:59.345294,93
rayalvarez7247,Too many overweight triggerhappy people in law enforcement,69,2020-11-13 10:40:59.345294,61
pizzaman9170,Nah I got 4 kids Black white red green or blue Im going home tonight to my family and so would all of you keep it at  Joker should of complied with the officer on this one This is way different then Mr Floyd This had nothing to do with racism Everything was going smooth until someone started acting like a ass,0,2020-11-13 10:40:59.345294,327
michaelireland9592,STOP THE MANIPULATION FFS,9,2020-11-13 10:40:59.345294,26
MisterGuitarItalia,I hear THREE shots three for an unarmed suspect,0,2020-11-13 10:40:59.345294,53
landengraham4699,Uhmmm show the dash cam video of the  car where it shows the entire thing  way to show a body cam perspective that fell off,0,2020-11-13 10:40:59.345294,127
TankNSSpank,cnn never tells the whole story,26,2020-11-13 10:40:59.345294,32
michaeltryon673,This time they had every right to You run you could get shot Its the law,0,2020-11-13 10:40:59.345294,76
PianistSk8er,Maybe he resisted arrest because he was afraid the cops would kill him,0,2020-11-13 10:40:59.345294,71
lynxjackson2779,I cant believe this is getting so much attention he stole an officers taser and tried to shoot him with it some kills are good,8,2020-11-13 10:40:59.345294,127
adamtel3521,The police did what was right there is no debate in this,0,2020-11-13 10:40:59.345294,57
reginalddavis1619,There was no need for him to run He wouldve been home with his family maybe with a DUI and his life,0,2020-11-13 10:40:59.345294,101
rydah1240,He Was RESISTING BIG TIME None of this would of happened  if only he cooperated and STAYED DOWN after getting tasered Sad As it sounds its the guys fault But Im sure you guys are still going to push the agenda,5,2020-11-13 10:40:59.345294,214
taximan7912,In the first place the police not supposed arresting him he is on private property hes not on the main road,0,2020-11-13 10:40:59.345294,108
abrahamramirez7239,Its on 11Alive check it out full uncut footage,0,2020-11-13 10:40:59.345294,47
cynicaltimber3455,Waste of 248 seconds,8,2020-11-13 10:40:59.345294,22
trippasnippa119,a few weeks ago the judge who convicted the cop who shot rayshad and the other cop charged 2 cops for aggravated assault on college students with a taser aggravated assault suggests that the weapon they were using was in fact a deadly weapon If he thinks a taser is a deadly weapon in that situation then why isnt it a deadly weapon in this situation BECAUSE OF DOUBLE STANDARDS,0,2020-11-13 10:40:59.345294,383
ivydoo1886,What they dont show u is him taking there tazer and aiming at the officer but ok,0,2020-11-13 10:40:59.345294,80
lustxglory,damn cnn show the real angle,16,2020-11-13 10:40:59.345294,29
tjbeatz,Whoever called the cops talking bout son sleeping needs to get klap,0,2020-11-13 10:40:59.345294,67
mohamedmoustaphadiallo872,Rashard had no malice,0,2020-11-13 10:40:59.345294,21
Kionnaallure,Im about tired of yall defending the police and acting like you really believe they are scared for their lives Lets remember that hundreds of professionals have to deal with crazy and sometimes violent persons daily Could you imagine a nurse unloading a magazine on a patient who wouldnt lay down Seems extreme doesnt it The same goes for mental health counselors therapist and FBI agents,6,2020-11-13 10:40:59.345294,398
Sho-np2qz,Hes trying to fire the taser at the police,10,2020-11-13 10:40:59.345294,43
1Kratos69,Dood was drunk ass hell Ive seen whole video hell he didnt even know where he was,0,2020-11-13 10:40:59.345294,83
shaec9397,He shot at the cop with the taser,0,2020-11-13 10:40:59.345294,33
JohnLee-kl4tc,How about shutting up and just showing the full video This kind of deception should be illegal,6,2020-11-13 10:40:59.345294,95
MrKongatthegates,Yeah but with adrenaline shit happens,0,2020-11-13 10:40:59.345294,37
calvinrichardson5852,Quit making excuses for some ones stupidity he should have listened,0,2020-11-13 10:40:59.345294,67
calebkramer7924,CNN should be a shame,6,2020-11-13 10:40:59.345294,22
SilverMac47,You forgot to show the part where he hit the cop in the face And the part where he shot the taser at the cop How convenient,0,2020-11-13 10:40:59.345294,125
erichanhauser3190,Dont drive drunk and resist arrest Order a pizza,0,2020-11-13 10:40:59.345294,51
chewy6942,OH YES WE HAVE EDITED TO OUR LIKING TO ONLY SHOW THE NARRATIVE THAT WILL INCITE RACISM,172,2020-11-13 10:40:59.345294,86
chouyang9174,What happen if the teaser hits the officer in the eyes,0,2020-11-13 10:40:59.345294,57
mariamedina6744,"Let me get this straight he fell asleep in a parking lot of Wendys and the breath test show he was drunk
This is my intake he did the right thing by sleeping it off instead of being on the road really oh but he was black is that the case he did nothing wrong but play this safe",0,2020-11-13 10:40:59.345294,280
rosh469h,CNN is doing a hell of job fanning the flame,11,2020-11-13 10:40:59.345294,47
leysanderson,Wait a fucking minute  they get him to drive then arrest him for driving,0,2020-11-13 10:40:59.345294,75
brandondiaz565,Stop commiting crimes its to bad we cant just speak the truth anymore,0,2020-11-13 10:40:59.345294,71
billyJean281,Later On they burned down Wendys for the killing,154,2020-11-13 10:40:59.345294,49
ChinaLake100,The only thing I got from this video is that he tried to run away when he got caught I feel like anyone who does that literally shouldve been aborted,0,2020-11-13 10:40:59.345294,151
danielclesse6272,shortened so mayve needed footage to understand is cut out,0,2020-11-13 10:40:59.345294,60
HitmanStark,VladTV has the 2 hour body cam on his channel this early morning CNN youre getting slow,6,2020-11-13 10:40:59.345294,89
BeefGold,He lost focus,0,2020-11-13 10:40:59.345294,14
paranoid9678,"he stole a police weapon after attackin police and fires it at the officers of cause he was drunk
he was so drunk he didnt know that it was only a taser it is possible that he thought it was a gun",0,2020-11-13 10:40:59.345294,197
lorkkbryant,Show the entire tape come on cnn just be honest Seem like you guys like starting crap Just be honest,5,2020-11-13 10:40:59.345294,107
debiekins4108,He was found sleeping in his parked car not in motion  He wasnt driving,1,2020-11-13 10:40:59.345294,74
horsejunkiebdo2615,Resists arrest assaults police steals weapon fires weapon at officer officer shootsnothing to see here,0,2020-11-13 10:40:59.345294,110
bewokelastdon7132,It has nothing to do with race man,6,2020-11-13 10:40:59.345294,34
johnjusticeshow,There is absolutely no debating this that guy was bat shit crazy and attacked the cop  stole his taser I mean did everything wrong this is suicide by cop,0,2020-11-13 10:40:59.345294,158
deniskim8176,Should have just aimed at the leg Cant blame the officers though,0,2020-11-13 10:40:59.345294,66
Sho-np2qz,They forgot to mention CNN edited,11,2020-11-13 10:40:59.345294,34
scott22ist,A darn mess,0,2020-11-13 10:40:59.345294,12
chrisisrael4201,Whats the purpose for showing this video to the public Dont fall for it,0,2020-11-13 10:40:59.345294,74
Erik-rc7iy,Hey CNN show the part where the guy assaults 2 police officers takes one of their weapons and uses it against them,14,2020-11-13 10:40:59.345294,118
matthewdepersiis8231,Its going to be reasonable force,0,2020-11-13 10:40:59.345294,33
bradywindham8739,The police were in the right,6,2020-11-13 10:40:59.345294,28
SuperBullaMan,They had no right to arrest him for sleeping in his car How many times white boys do the same thing and they take the keys and have someone come pick him up Secondly it was a taser I dont agree with him snatching and firing but he must have been mentally anguished and scared Two wrongs does not make it right He did not have a gun they could have shoot to injure,0,2020-11-13 10:40:59.345294,373
lisamackenzie4140,I have an idea dont fight the police,12,2020-11-13 10:40:59.345294,38
jaymason480,Of course CNN is not going to go the extra mile and show where this guy took the officers tazer and tried to use it on the cop,0,2020-11-13 10:40:59.345294,127
chriswhited,that video is chopped all the to hell  if you watch the video that ends as the tussle starts WHICH IS 45 MINUTES then youd see the way this is edited makes it look like some rash decision   First the guy was given TWO OPPORTUNITIES  to park and sleep it off    First time the guy passed out AGAIN   The first time the officer had to beat on the window open the door kept trying to get him to wake up  Had to actually poke him to wake him up  tells the guy to park and sleep it off   officer is walking back to his car turns around to watch  car ahead of the guy that was passed out moves up guy doesnt move the car   OFFICE GOES BACK dudes passed out AGAIN THEN AGAIN the officer says just pull over there and sleep it off   So this time the guy actually does drive the car over to park it  As the police officer is going back to his car the driver of the white care goes over the curb  You can hear the office giggling when this happens      i stand corrected the video is 43 minutes long which includes the shooting dash cam you can here whats atleast a second tazer shot going off plus the 3 gun shots   but we saw what happened with the wendys cam   We know he was shot and killed and was firing a taser at the officer during that segment,0,2020-11-13 10:40:59.345294,1298
PercalTM,Driving while intoxicated Fights cops runs away and then trys to tase the cop Im a POC how was that not justified,5,2020-11-13 10:40:59.345294,119
naebutter3967,Th officers should be brought up on charges they patted him down he had no weapons he wasnt a danger to himself or others the police had no right to shoot him and kill him smh The police need new training why when they guy who shot the ppl at church was not shot Seems like the police see a Black person and forgets we are human too,0,2020-11-13 10:40:59.345294,334
samlev5997,CNN lieshe tased the officer  missed,19,2020-11-13 10:40:59.345294,40
joeearley3351,Shot in the back twicethe cops knew who he wascant let it go and arrest him later So the cop shoots a father of 4 down like a dog What value do we as Americans put on human life  Why couldnt family be called to just take him home And sort it out later There is a better way to handle the situation,0,2020-11-13 10:40:59.345294,306
bonnierothschild1131,This on call for justice n reality need to balance they level like foreally naw,0,2021-11-13 10:40:59.345294,79
andyle604,Wendys lives matter,5,2020-11-13 10:40:59.345294,20
mojaco999,Im sorry but failed sobriety test resisted arrest stole a police weapon attempted to use that weapon against the police Shooting was justified but I hoped it didnt kill him just incapacitated him,0,2020-11-13 10:40:59.345294,206
davidlevingstone4429,They have his car let the guy run away and catch him later,2,2020-11-13 10:40:59.345294,58
gladiator_games,Iam Latino and we know if you drink and drive and get busted you have to do the time when you do the crime Why was rayshard fighting and running Just take the arrest and get out the drunk tank tomorrow,0,2020-11-13 10:40:59.345294,207
moodaamoodaa8624,Thats on him  he should have never ran would of spent a night in jail and went about his day  Yall make it hard by running,0,2020-11-13 10:40:59.345294,128
user-ji5ii7th1c,lm done,6,2020-11-13 10:40:59.345294,20
boyboyboy704,Why the News dont show him saying please let me walk home,1,2020-11-13 10:40:59.345294,58
montana7544,ohh irak needs freedoom and democracy,5,2020-11-13 10:40:59.345294,37
gmanning4881,denigrates the police but 1st to call 911 when the shit hits the fan,0,2021-11-13 10:40:59.345294,69
quandodingo4.04,The guy was already running white shooting from behind no fair,0,2020-11-13 10:40:59.345294,62
OmgAuntySuzanne16,Dont edit,151,2020-11-13 10:40:59.345294,10
GamesTube80,Why not calling a police chief from Atlanta,0,2020-11-13 10:40:59.345294,44
parkerplace2910,Is there a chance Jusse Smollett is somehow involved with this,0,2020-11-13 10:40:59.345294,63
SSniperFly-lr7zb,CNNs got some great editors,24,2020-11-13 10:40:59.345294,29
mrstevens70,So they shot a fleeing suspect,1,2020-11-13 10:40:59.345294,32
heathercantley2609,Youre news Stop shortening clips Show it all,0,2020-11-13 10:40:59.345294,47
griffithandy2950,Also dont pass out in a drive through and expect a nice awakening,14,2020-11-13 10:40:59.345294,67
Khaab93,Shit here we go again WAVE 2,0,2020-11-13 10:40:59.345294,29
pkasb90,Does he own the white car,0,2020-11-13 10:40:59.345294,26
MichaelJames-zm8qc,Would they have gone after him if he had grabbed the cops gun instead of a taser,14,2020-11-13 10:40:59.345294,83
garysaran,Dont ask for CNN to be shut down Its better the devil you know than the devil you dont Atleast we know who theyre,0,2020-11-13 10:40:59.345294,120
mikestanfield7514,be that unreasonable and unkind and the arrogance of that police officer could have let him ewalk home hell gave him a ride home let him call someone to come pick him up I wonder how many jobs that father held down to be that tired  I did not know in this day and age police officers performed their duties in this wayjust because of your skin and your culture,0,2020-11-13 10:40:59.345294,370
SSniperFly-lr7zb,shortened and combined two police angles I think you mean purposefully remove the good parts and forget that he stole and shot a taser at the officers,14,2020-11-13 10:40:59.345294,154
lialaliala2968,Who shot who,0,2020-11-13 10:40:59.345294,13
robertbabb,the cop was wrong but do what the cop tell you too do he was drunk jail is much better then dead,0,2020-11-13 10:40:59.345294,96
1941392,Why are all these good family men always out late at night and drunk,7,2020-11-13 10:40:59.345294,71
DRGUKIINAUGANDA2016,you see a cop on the ground,0,2020-11-13 10:40:59.345294,27
ljc6535,Can police not chase ok he shouldnt have fought back and ran but shoot  Too much shooting over nothing,0,2020-11-13 10:40:59.345294,109
Crunchy-nh1yw,He was running There is no threat there Why are all these police shooting black men as they are running Wtf is going on here,10,2020-11-13 10:40:59.345294,128
daeneydirusso4069,"This footage tells a fuller story 
httpswwwyoutubecomwatchvhnRuWcgflaE",0,2020-11-13 10:40:59.345294,79
tukinooen1815,OMG dont make one that withstand  good police a hero AGAIN that just insane Dont make the police loss their dignity We need them to make our the community save What is happening in police depart they are so week now cannot protect their own man why every time some one mush up all of the sudden the police get punish so stupid,0,2020-11-13 10:40:59.345294,336
MichaelJames-zm8qc,Sleeping under the influence not driving ,19,2020-11-13 10:40:59.345294,45
joshuadukes652,Pay attention kids thug lifethug death Your conduct dictates your consequences,0,2020-11-13 10:40:59.345294,81
kemetTamerikaans1621,"How do u get a DUI While sleeping in the Parking lot 

Not driving on public road",0,2020-11-13 10:40:59.345294,83
johnathansmith3819,"Of course this is CNN with an AGENDA never forget Now Let us consider the facts
 man sleep at the wheel in a Pick up Window proves to be over the influence
 He is peacefully in the process of being arrested possibly for DUI 
 He fights escapes taking the Officers Tazer and  on the run  points that weapon at him as he escapes",9,2020-11-13 10:40:59.345294,348
mikea491,A tazer can kill of used improperly,0,2020-11-13 10:40:59.345294,35
walterhigo7658,This case has nothing to with race,0,2020-11-13 10:40:59.345294,35
jaymohwilliams3810,The law enforcement should be disarmed of mortal weapons They can keep the Baton flashlight pepper spray and taser No guns whatsoever that way at least its fair when multiple cops surround you,0,2020-11-13 10:40:59.345294,198
humblebeauty5469,I dont care how you try to justify what happened here it wasnt worth him losing his life When did shoot to kill become the protocol for a suspect fleeing after resisting,0,2020-11-13 10:40:59.345294,184
battle2267,If you have 1000 volts of electricity being fired what do you do,0,2020-11-13 10:40:59.345294,64
Oshow-zg7vw,Do they train people on the hood to resist  arrest And take a weapon And run And point stuff at cops WTF   Its not a target he got shot   He was stupid,0,2020-11-13 10:40:59.345294,158
imo1933,He wasnt in the act of driving and he wasnt in the act of drinking so what was he being arrested for,1,2020-11-13 10:40:59.345294,104
BaSsGaZ,Look guys the use of lethal weapon is the only thing that would justify using lethal force Taser isnt a lethal weapon The dude was DRUNK you guys are judging him on things he did while he was DRUNK,0,2020-11-13 10:40:59.345294,204
shadowhalk225,CNN I cant believe how manipulative youre being wow,7,2020-11-13 10:40:59.345294,57
sevit4u,I TOLD YOU COPS ARE OUT FOR BLOODMORE THAN AVERAGE,0,2020-11-13 10:40:59.345294,53
sochibiguite3257,Plis not shorten and combine the video,0,2020-11-13 10:40:59.345294,45
lifeisgood8634,Be a man before you become a police,0,2020-11-13 10:40:59.345294,35
lilflexlewis5802,There r done do u have a weapon no  Pats him down nothing  and still shoots him,0,2020-11-13 10:40:59.345294,91
gutz1981,The man was armed and dangerous the second he got into a 2 tone moving vehicle and drove it around and did not care I have lost a good neighbor who left behind two kids cause he was waiting at a traffic light waiting to turn green when a drunk truck driver wiped him out Stop pretending this was an innocent man who was shot for no reason Go see the other footage,1,2020-11-13 10:40:59.345294,367
pedrojoubert3471,Go ahead Mrs Ramsay and said he did nothing wrong it was police fault right,0,2020-11-13 10:40:59.345294,75
MW-dd8vk,httpsyoutubeE2JwKAQVVVw full body cam footage for anyone who asked,0,2020-11-13 10:40:59.345294,71
jakobbennett540,No need to burn down shit for this one You punch a cop steal his taser and fire said taser at a officer you get shot,0,2020-11-13 10:40:59.345294,121
olyolu2337,Ok so what part of Im not armed dont u get  ,0,2020-11-13 10:40:59.345294,48
jon3193,Im against racism but It was self defense,1,2020-11-13 10:40:59.345294,42
matthewrichardson828,Im googling 8 year old girl shot in Atlanta CNN  This is the video coverage,1,2020-11-13 10:40:59.345294,80
willywalter4939,Show the video of him shooting the taser at the cop,0,2020-11-13 10:40:59.345294,51
lahlor5352,Video leak policeyou can see the entire thing,0,2020-11-13 10:40:59.345294,49
mojomac9438,Cops with no face masks or gloves again as with George Floyd Nothing strikes folks as odd there,0,2020-11-13 10:40:59.345294,98
makkahel7326,He did not kill anyone in a wreck He was sleeping They should of respected him 4 that but no they tried to kidnap him taser him 4 resisting to go to jail He told them what it was Folk tired of cops pulling the trigger on them Its a new form of lynching  No reason to shoot him from running They had his car No reason to fear his life cause he ran off with the taser Tell his wife and children how much you owe them atlanta Nothing has changed in america,0,2020-11-13 10:40:59.345294,464
bhrondapinder4091,Do we really need to keep watching these snuff films to get it,0,2020-11-13 10:40:59.345294,63
jenniferviles9275,so criminals can do whatever they want and get away with now this is getting stupid and out of hand,2,2020-11-13 10:40:59.345294,101
a.v.k.9794,The complete primitive American way of law enforcement In Germany the guy has to step out and is asked to do do immediately an alcohol test by breathing in that test thing If he is clear he can go If not he has to hand over the car keys A cop is parking the car at the side and secures it Later the man gets a ticket maybe a day in court for being drunk and driving Thats it There is no reason ever that a gun must be pulled in this case And the guy has never a reason to feel threatened Learn a thing or two from other civilized countries people,0,2020-11-13 10:40:59.345294,559
Joshua-cf6io,But he took the taser He shot it at the cops and what if he stunned the cop grabbed his gun and killed the cop The cop was more than justified The guy should have just complied,0,2020-11-13 10:40:59.345294,180
francoischarbonneau9447,The one thing I wanted to see was did the officers get his info like a drivers licence If so and did you see his car Not an old piece of crap so after the scuffle and the chase begins if hes so dangerous with a Taser then stop the pursuit tow his car pay him a visit the next day arrest him for DUI resisting arrest assaulting an officer stealing a Taser hes gonna go down big time NO NEED TO SHOOT AND KILL,0,2020-11-13 10:40:59.345294,425
nikcole-bone-8241,This man was sleep in his car in a drive through Probably tired maybe working 23 jobs had a drink and fell  asleep why not just explain that your taking him in just to sober up for his safety Because technically the car was not in motionit was stopped   Maybe that wouldcould  have changed the out come of everything,2,2020-11-13 10:40:59.345294,346
blackpanther7253,All the cops across the nation should go on strike  Then America will see how important these guys are when these criminal start breaking in homes and looting  I bet America will have a change of heart then,0,2020-11-13 10:40:59.345294,209
RELAX-iw2fe,Trigger  happy cops,0,2020-11-13 10:40:59.345294,19
tammybarnes2541,The black men need to learn an old song  I fought the law and the law won   if black men are supposedly so terrified of cops why they fighting and resisting Duh  they were very polite and even asked if he needed an ambulance they didnt know if maybe he was sick but then he goes berserk and becomes a threat,0,2020-11-13 10:40:59.345294,311
33none42,they already had himhis addresscatch him at home 3 hrs latereverybodys happy,1,2020-11-13 10:40:59.345294,92
blkhistorydecoded,Why doesnt the body cam show the breathalyzer results,0,2020-11-13 10:40:59.345294,55
anthonybourdon4642,good thing cops got the real video   give the cop a trip to Disney World and a shrink,1,2020-11-13 10:40:59.345294,87
hadisharif4932,"It is funny to me reading comments people are going at each other saying you black you white you brown you pink you yellow
The problem is not with color or race problem is with the structure of our society gambling alcohol gunsprostitution cannabishigh tax and interest rate broken families fathers absent from childs life I mean common and list go on and on iam not trying to preach but how you going to treat a disease with out finding a root cause of it",0,2020-11-13 10:40:59.345294,466
AreYouFinnished,The guy overpowered two officers took a taser and fired it at an officer Lets say the police follow the CNN example dont use deadly force Guy runs deploys taser on cop 1 Cop2 is now alone Seeing as both cops couldnt subdue him whats to say cop 2 is also subdued a weapon acquired and an officer killed He already showed belligerence and intent to resist Had he simply ran he wouldnt be dead Had he simply ran he would not be dead But because he grabbed the taser and deployed it he poses imminent danger to the officers lethal force was justified,0,2020-11-13 10:40:59.345294,573
bubgum00,The guy resisted arrest fought with both Officers punched one in the face stole the Officers taser then turned around to tase the Officer which if it hit him the Black guy could have taken the Cops gun so  the Cop shoots himSELF DEFENSE BABYIf that idiot would have let those Officers put the cuffs on him he would still be alive,0,2020-11-13 10:40:59.345294,340
Jutubowiec1,Why its  important to notify by media about skin color Is it racism or instigation,0,2020-11-13 10:40:59.345294,85
ugoudi8503,Lets not mumble the facts here The officers did not witness him driving and swerving and suspected intoxication The guy was not driving under the influence of alcohol He parked on private property and blocking a queue He moved the vehicle based on the officers instruction And they confronted him in a private property presumably asleep and they suspected he was drunk,0,2020-11-13 10:40:59.345294,377
gutz1981,Say this dude landed that taser on the cop and knocked him out Now the cop is helpless to be beaten to death by this guy He was not unarmed and he was clearly acting dangerous CNN I am blaming you for all this hate between people right now cause you are doing all you can to keep this going for your own agenda,1,2020-11-13 10:40:59.345294,315
csknight8815,Shorten 45 minutes into about 1 minute sure,0,2020-11-13 10:40:59.345294,43
maxmt4325,The guy was a thug Driving while intoxicated resisting arrest stealing the cops taser and firing at him The cop had every right to defend himself And they are trying to give him the death penatly I hope the cop wins,0,2020-11-13 10:40:59.345294,221
ODIINFIRE,Looks like murder,0,2020-11-13 10:40:59.345294,17
averylogan6832,Admit it you came here for the comments,0,2020-11-13 10:40:59.345294,41
alanp9416,This is such manipulative bull shit He was armed when he stole he taser from the cop and tried shooting him with it This shitty news story doesnt emphasize hat part or show that clip,1,2020-11-13 10:40:59.345294,186
TheCombrade,"Yo got no idea what yo was doing and it happened to be a bro in law enforcement
Blaim the evolution things happened as they were",0,2020-11-13 10:40:59.345294,132
davidhunt9143,We have new videos But because were CNN were not showing you all of it,0,2020-11-13 10:40:59.345294,74
SuperKelt,so   i guess  we issue butterfly nets to police officers when dealing with black  suspects  assaulting police  and trying to flee the scene i guess just have him go sleep it off come back and buy him breakfast accountability goes the other way toothis isnt george floyd,0,2020-11-13 10:40:59.345294,275
rasdasa,Why are you not showing the part where he takes the officers taser and shoots it back at him Man you people are so  dishonest Jesus Supposedly he also punched the cop in the face beforehand,0,2020-11-13 10:40:59.345294,195
alphaphotoandvideo,The black guy will never run away again lol,0,2020-11-13 10:40:59.345294,43
manmadegod100,It was murder,0,2020-11-13 10:40:59.345294,14
williamphillips2671,Sorry but you fought police and then ran you dont deserve to get away and do it again and possibly hurt someone next time,0,2020-11-13 10:40:59.345294,123
Mcord11758,Cop deserves to be fired for not being professional enough to handle the situation without lethal force  On the flip this guy resisted arrest and stole the officers taser and attempted to use it on the officer  This will never result in a murder conviction and is not a good case to try and use to advance a police brutality agenda,0,2020-11-13 10:40:59.345294,333
albertocortez5400,nice 45 second video cnn,2,2020-11-13 10:40:59.345294,25
stevengamber,Why run This is why people get shot When a cop said something just do it Fight about it later,0,2020-11-13 10:40:59.345294,96
nickking9568,Guy assaulted the police and it is his fault he is dead,0,2020-11-13 10:40:59.345294,55
dabricorn6140,Fake news He points something at the officer first They are not showing this,0,2020-11-13 10:40:59.345294,79
Studderzify,Yall wanna mention how he stole a cops taser No That would paint him in a bad way Like hes a criminal with a criminal background and warrants And yet the cop lost his job for doing HIS JOB This country is on fire and all we care about is skin color,0,2020-11-13 10:40:59.345294,255
xuechengouyang5309,Now you show me this,0,2020-11-13 10:40:59.345294,21
Raven-ox2nj,POLICE LIVES MATTER,0,2020-11-13 10:40:59.345294,19
dzlf2504,Just like the news Cut the film edit it Then show to the public 40 min video well show the camera on the ground,0,2020-11-13 10:40:59.345294,116
arshadmuhammad2246,Still dont know why they were arresting him A guy is sleeping in his car and he gets arrests  Dont know what the hell is this  Comments from pakistaan,0,2020-11-13 10:40:59.345294,154
rjdodgerz2776,Why resist arrest Its shit like that is what gets you shot Im sorry but this guy put himself in a bad situation,0,2020-11-13 10:40:59.345294,116
jeremygrillo7157,"I will be honest They should not have shot him It was murder
But he was drunk and ffs he fell asleep in the drive through and blocked the traffic
And why did he run away It makes me so angry he had no reason to run  he had broken the law and was  going to prison to be processed for drunk driving He would have been out by now Dont fucking run",0,2020-11-13 10:40:59.345294,354
romeobordios7524,Second wave of protest I mean LOOTING ,5,2020-11-13 10:40:59.345294,41
sticksstones2757,100 Justified Just sayin,1,2020-11-13 10:40:59.345294,27
HOTtNESS144k,Another brother shot in the back while running away smmfh The LORD will avenge innocent blood shed of His people Joel321NIV and if you look at the earth HE is not a lair according to MATTHEW24 Anybody with any sense is focused on salvation so regardless if devils like these coming knocking on your door you already got the victory etherway it go Love Blessing and Strength to the family of the victim,0,2020-11-13 10:40:59.345294,416
StreetKid..,I BLAME CNN FOR THIS,1,2020-11-13 10:40:59.345294,20
radenwirahadian9069,Why cop didnt shot his leg,0,2020-11-13 10:40:59.345294,28
zerk1563,"It was cringeworthy to hear this many lies come out of this guys mouth 
Then stole a cops taser and shot it at them Lethal or not it could have ended up that way if he had struck the officer and then took his gun",0,2020-11-13 10:40:59.345294,220
jayuyano10,He dropped his body camera cause he knew he was gonna shoot him,0,2020-11-13 10:40:59.345294,63
dougpierce1407,Here we go again Keep on fanning the flames CNN,0,2020-11-13 10:40:59.345294,49
