username,comment,like,date,comment_length
oo3813,He left out a big part of the use of deadly force If your life or another is in imminent danger or threat of serious bodily injury an officer getting tased and  eating cement is very very bad for the  Use of deadly force was authorized  Tasers are LESS lethal and not NON Lethal devices,0,2020-11-13 10:40:59.345294,292
trese2658,I agree he should not have done any of that with the police But that does not equal to a death sentence You can still live on after being tased but you probably wont make it after being shot by a gun,0,2020-11-13 10:40:59.345294,201
krblumentable,He doesnt have a weapon until he fights and takes a weapon in which then he has a weapon He didnt mention that He also didnt mention that he gained the DUI test Bottom line dont be a crook,0,2020-11-13 10:40:59.345294,197
zev1500,Yes just carefully leave out the part where he took the taser from the police,0,2020-11-13 10:40:59.345294,78
johnyoung9113,The odds of bad stuff happening to you increase when you resist arrest,24,2020-11-13 10:40:59.345294,72
harvesfesting,There needs to be a new law that states you can only use your weapon gun if you knowsee and record them having it and can confirm Yes the man was dead wrong for running but police are supposed to be trained to take back control of these situations without taking the easy way out and killing someone That should not even be a resort in this situation,0,2020-11-13 10:40:59.345294,356
yusufbabangidasulaiman4422,If the Cop really believes he is drunk why dont they think he fought them under influence and let him run away since they got his ID they have more than million ways of chatting him He may even turn him self in when he is back to his senses Is a person worth dying while trying to run away from you,0,2020-11-13 10:40:59.345294,304
a.i.8583,No way this cop gets convicted,0,2020-11-13 10:40:59.345294,31
decus9544,Well atleast the guy in this case had actually committed a crime and had resisted arrest so its a step up from simply being murdered outright as so often appears to be the case,0,2020-11-13 10:40:59.345294,179
retay3621,Unbelievablehe was obviously intoxicatedhe was obviously unarmedwhy the hen does he end up dead  This needs to be reformedthese officers need to be trained properly on how to manage in a non violent way  ENOUGH IS ENOUGH,0,2020-11-13 10:40:59.345294,240
hmongmagician737,Didnt that guy took the cop taser and shot it at him while running away,273,2020-11-13 10:40:59.345294,72
dionnode886,To be safe and cooperatif with the police Just dont resist and fight Do whats officer asked,0,2020-11-13 10:40:59.345294,96
jasonolinger7585,seems like if he was a potential threat they wouldnt have given him the opportunity to drive his car to the side from the beginning smh,30,2020-11-13 10:40:59.345294,136
carolmakgalemela6940,He got scared when they tried to handcuff him,0,2020-11-13 10:40:59.345294,47
j-dubb614,Drunken man makes terrible decisions that cost him his life Two cops became judge jury and executioner Should the guy have assaulted the police No Should that be a death sentence Absolutely not,0,2020-11-13 10:40:59.345294,199
jrobb3444,"Drunk  passed out in drive thru sobriety checked failed tried to arrest resisted and fought officers and won escaped and fled with officers taser then shot at officer with said taser then stopped by police 
Poor choice led to an even worse outcome",0,2020-11-13 10:40:59.345294,260
daniconi7333,The cops picked up their brass before attending to him His life couldve possibly been saved,10,2020-11-13 10:40:59.345294,94
bosswomen6315,Condolences to Rayshard Brooks family and friends Police would have handled this differently if hed been white Mr Brooks fought back out of fear It cost him his life,0,2020-11-13 10:40:59.345294,172
amirtbt,Police officers are not screened and trained properly in the statesI live in Canada and it is too difficult to become a police officer here therefore Canada ranks second best police forces globalwise after Japan,0,2020-11-13 10:40:59.345294,215
mmnez5805,MNOGO ME JE POGODIO OVAJ KLIP NEMOGU DA VERUJEM DA POLICIJA MOZE BITI OVOLIKO  BRUTALNA KOLOIKO SAM RAZUMELA COVEK JE SPAVAO U KOLIMA A STA SE POSLE DESILO NISAM RAZUMELAPREVODITE I NA SRPSKI DA ZNAMO O CEMU SE RADI,1,2020-11-13 10:40:59.345294,219
lanrerahman9175,It makes me so sad to see that people think this is worth getting killed over Im not sure if it is just people picking teams to say things arent as bad as black people have been saying it is In this video the man talks about his daughters remember the human element here He should have been arrested no one is disputing that But to get killed over this running away with a taser while being under the influence is egregious,0,2020-11-13 10:40:59.345294,435
erichart2093,Those justifying this killing do not get it are the reason we can not move forward,0,2020-11-13 10:40:59.345294,83
g.scottakasuperearth,And just like the cops were going to investigate ourselves and find ourselves not guilty,7,2020-11-13 10:40:59.345294,90
jourdanrondo3314,I see a lot of people saying stuff like  he took the taser so he deserved it Granted that was not a smart move But something in a lot of police shootings is that it seems like officers always shoot to kill Never to disarm,1,2020-11-13 10:40:59.345294,229
hinchman101,Sad story of a brother lose his life because the police mad Rayshard making them work for their pay that day He made them seem weak in front of the line of people and they shot him for showing out,2,2020-11-13 10:40:59.345294,198
bri9146,What is wrong with people now a day What if the man had a heart attack No one felt the need to come out and find out if he was ok But instead they want to call the cop Really Are we serious Was the cop needed The wendys manager didnt couldnt go out to find out what is wrong with the man Or they are just affraid I want to know,0,2020-11-13 10:40:59.345294,338
gjrloiouyfchicfhhudrgky3470,"This obviously drunk man fought like crazy and ran while having the taser he stole from the officers
The man had enough strength to wrestle and muscle his way out while stealing the taser",0,2020-11-13 10:40:59.345294,190
darlenechinnery9872,"This police brutality has to stop
They Got him to pull over found he was intoxicated how about taking his keys and have the vehicle impounded and get his info from his id and give him a citation to show up to court to deal with the dui Why do we have to keep arresting people for the simplest things and then it turns up into a big thing The laws and the way thing need to be handled needs to change",0,2020-11-13 10:40:59.345294,405
